start_time,end_time,bus_id,route_name,direction
2025-08-31 22:35:02,2025-08-31 22:40:01,2437,907 Long Branch Park,Long Branch Park-bound
2025-08-31 22:40:01,2025-08-31 23:04:01,2437,907 Long Branch Park,Fairgrounds-bound
2025-08-31 23:04:01,2025-08-31 23:22:01,2437,907 Long Branch Park,Long Branch Park-bound
2025-08-31 23:22:01,2025-08-31 23:38:01,2437,907 Long Branch Park,Fairgrounds-bound
2025-08-31 23:38:01,2025-09-01 00:01:01,2437,907 Long Branch Park,Long Branch Park-bound
2025-09-01 00:01:01,2025-09-01 00:17:01,2437,907 Long Branch Park,Fairgrounds-bound
2025-09-01 00:17:01,2025-09-01 00:39:01,2437,907 Long Branch Park,Long Branch Park-bound
2025-09-01 00:39:01,2025-09-01 00:50:01,2437,907 Long Branch Park,Fairgrounds-bound
2025-09-01 00:50:01,2025-09-01 01:12:01,2437,907 Long Branch Park,Long Branch Park-bound
2025-09-01 01:12:01,2025-09-01 01:25:01,2437,907 Long Branch Park,Fairgrounds-bound
2025-09-01 01:25:01,2025-09-01 01:44:01,2437,907 Long Branch Park,Long Branch Park-bound
2025-09-01 01:44:01,2025-09-01 01:57:01,2437,907 Long Branch Park,Fairgrounds-bound
2025-09-01 01:57:01,2025-09-01 02:19:01,2437,907 Long Branch Park,Long Branch Park-bound
2025-09-01 02:19:01,2025-09-01 02:31:01,2437,907 Long Branch Park,Fairgrounds-bound
2025-09-01 02:31:01,2025-09-01 02:49:01,2437,907 Long Branch Park,Long Branch Park-bound
2025-09-01 02:49:01,2025-09-01 03:01:01,2437,907 Long Branch Park,Fairgrounds-bound
2025-09-01 03:01:01,2025-09-01 03:19:01,2437,907 Long Branch Park,Long Branch Park-bound
2025-09-01 03:19:01,2025-09-01 03:31:01,2437,907 Long Branch Park,Fairgrounds-bound
2025-08-21 13:52:01,2025-08-21 14:07:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-21 14:07:01,2025-08-21 14:19:01,2438,909 Destiny USA,Destiny USA-bound
2025-08-21 14:19:01,2025-08-21 14:47:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-21 14:47:01,2025-08-21 14:59:01,2438,909 Destiny USA,Destiny USA-bound
2025-08-21 14:59:01,2025-08-21 15:20:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-21 15:20:01,2025-08-21 15:32:01,2438,909 Destiny USA,Destiny USA-bound
2025-08-21 15:32:01,2025-08-21 15:57:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-21 15:57:01,2025-08-21 16:09:01,2438,909 Destiny USA,Destiny USA-bound
2025-08-21 16:09:01,2025-08-21 16:31:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-21 16:31:01,2025-08-21 16:41:01,2438,909 Destiny USA,Destiny USA-bound
2025-08-21 16:41:01,2025-08-21 17:06:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-21 17:06:01,2025-08-21 17:23:01,2438,909 Destiny USA,Destiny USA-bound
2025-08-21 17:23:01,2025-08-21 17:46:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-21 17:46:01,2025-08-21 17:58:01,2438,909 Destiny USA,Destiny USA-bound
2025-08-21 17:58:01,2025-08-21 18:30:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-21 21:04:01,2025-08-21 21:28:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-21 21:28:01,2025-08-21 21:48:01,2438,909 Destiny USA,Destiny USA-bound
2025-08-21 21:48:01,2025-08-21 22:28:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-21 22:28:01,2025-08-21 22:43:01,2438,909 Destiny USA,Destiny USA-bound
2025-08-21 22:43:01,2025-08-21 23:25:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-21 23:25:01,2025-08-21 23:52:01,2438,909 Destiny USA,Destiny USA-bound
2025-08-22 16:03:01,2025-08-22 16:17:01,2438,901 State Fair - Hub,Fairgrounds-bound
2025-08-22 16:17:01,2025-08-22 16:31:01,2438,901 State Fair - Hub,hub-bound
2025-08-22 16:31:01,2025-08-22 16:53:01,2438,901 State Fair - Hub,Fairgrounds-bound
2025-08-22 16:53:01,2025-08-22 17:13:01,2438,901 State Fair - Hub,hub-bound
2025-08-22 17:13:01,2025-08-22 17:29:01,2438,901 State Fair - Hub,Fairgrounds-bound
2025-08-22 17:29:01,2025-08-22 17:54:01,2438,901 State Fair - Hub,hub-bound
2025-08-22 17:54:01,2025-08-22 18:13:01,2438,901 State Fair - Hub,Fairgrounds-bound
2025-08-22 18:13:01,2025-08-22 18:25:01,2438,901 State Fair - Hub,hub-bound
2025-08-22 18:25:01,2025-08-22 18:41:01,2438,901 State Fair - Hub,Fairgrounds-bound
2025-08-22 18:41:01,2025-08-22 19:02:01,2438,901 State Fair - Hub,hub-bound
2025-08-22 19:02:01,2025-08-22 19:22:01,2438,901 State Fair - Hub,Fairgrounds-bound
2025-08-22 19:22:01,2025-08-22 19:42:01,2438,901 State Fair - Hub,hub-bound
2025-08-22 19:42:01,2025-08-22 19:58:01,2438,901 State Fair - Hub,Fairgrounds-bound
2025-08-22 19:58:01,2025-08-22 20:26:01,2438,901 State Fair - Hub,hub-bound
2025-08-22 20:26:01,2025-08-22 20:46:02,2438,901 State Fair - Hub,Fairgrounds-bound
2025-08-22 20:46:02,2025-08-22 21:03:01,2438,901 State Fair - Hub,hub-bound
2025-08-22 21:03:01,2025-08-23 00:13:01,2438,901 State Fair - Hub,Fairgrounds-bound
2025-08-23 00:13:01,2025-08-23 00:29:01,2438,901 State Fair - Hub,hub-bound
2025-08-23 00:29:01,2025-08-23 00:46:02,2438,901 State Fair - Hub,Fairgrounds-bound
2025-08-23 00:46:02,2025-08-23 01:14:01,2438,901 State Fair - Hub,hub-bound
2025-08-23 01:14:01,2025-08-23 01:28:02,2438,901 State Fair - Hub,Fairgrounds-bound
2025-08-23 01:28:02,2025-08-23 01:48:01,2438,901 State Fair - Hub,hub-bound
2025-08-23 01:48:01,2025-08-23 02:04:01,2438,901 State Fair - Hub,Fairgrounds-bound
2025-08-23 02:04:01,2025-08-23 02:45:01,2438,901 State Fair - Hub,hub-bound
2025-08-23 02:45:01,2025-08-23 02:58:01,2438,901 State Fair - Hub,Fairgrounds-bound
2025-08-23 02:58:01,2025-08-23 03:12:01,2438,901 State Fair - Hub,hub-bound
2025-08-23 03:12:01,2025-08-23 03:23:01,2438,901 State Fair - Hub,Fairgrounds-bound
2025-08-23 03:23:01,2025-08-23 03:41:01,2438,901 State Fair - Hub,hub-bound
2025-08-23 12:53:01,2025-08-23 13:08:01,2438,901 State Fair - Hub,Fairgrounds-bound
2025-08-24 01:43:01,2025-08-24 02:02:01,2438,907 Long Branch Park,Fairgrounds-bound
2025-08-24 02:02:01,2025-08-24 02:22:01,2438,907 Long Branch Park,Long Branch Park-bound
2025-08-24 02:22:01,2025-08-24 02:35:01,2438,907 Long Branch Park,Fairgrounds-bound
2025-08-24 02:35:01,2025-08-24 02:53:01,2438,907 Long Branch Park,Long Branch Park-bound
2025-08-24 02:53:01,2025-08-24 03:11:01,2438,907 Long Branch Park,Fairgrounds-bound
2025-08-25 01:05:02,2025-08-25 01:26:01,2438,901 State Fair - Hub,hub-bound
2025-08-25 01:26:01,2025-08-25 02:01:01,2438,901 State Fair - Hub,Fairgrounds-bound
2025-08-25 02:01:01,2025-08-25 02:18:01,2438,901 State Fair - Hub,hub-bound
2025-08-25 02:18:01,2025-08-25 02:35:01,2438,901 State Fair - Hub,Fairgrounds-bound
2025-08-25 02:35:01,2025-08-25 02:48:01,2438,901 State Fair - Hub,hub-bound
2025-08-26 13:01:01,2025-08-26 13:18:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-26 13:18:01,2025-08-26 13:30:02,2438,909 Destiny USA,Destiny USA-bound
2025-08-26 13:30:02,2025-08-26 14:14:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-26 14:14:01,2025-08-26 14:25:01,2438,909 Destiny USA,Destiny USA-bound
2025-08-26 14:25:01,2025-08-26 14:43:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-26 14:43:01,2025-08-26 14:54:01,2438,909 Destiny USA,Destiny USA-bound
2025-08-26 14:54:01,2025-08-26 15:18:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-26 15:18:01,2025-08-26 15:28:01,2438,909 Destiny USA,Destiny USA-bound
2025-08-26 15:28:01,2025-08-26 15:51:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-26 15:51:01,2025-08-26 16:02:01,2438,909 Destiny USA,Destiny USA-bound
2025-08-26 16:02:01,2025-08-26 16:31:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-26 16:31:01,2025-08-26 16:45:02,2438,909 Destiny USA,Destiny USA-bound
2025-08-26 16:45:02,2025-08-26 17:01:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-26 17:01:01,2025-08-26 17:14:01,2438,909 Destiny USA,Destiny USA-bound
2025-08-26 17:14:01,2025-08-26 17:39:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-26 17:39:01,2025-08-26 17:51:01,2438,909 Destiny USA,Destiny USA-bound
2025-08-26 17:51:01,2025-08-26 18:15:02,2438,909 Destiny USA,Fairgrounds-bound
2025-08-26 18:15:02,2025-08-26 18:27:01,2438,909 Destiny USA,Destiny USA-bound
2025-08-26 18:27:01,2025-08-26 18:59:02,2438,909 Destiny USA,Fairgrounds-bound
2025-08-26 18:59:02,2025-08-26 19:16:02,2438,909 Destiny USA,Destiny USA-bound
2025-08-26 19:16:02,2025-08-26 19:40:02,2438,909 Destiny USA,Fairgrounds-bound
2025-08-26 19:40:02,2025-08-26 19:56:00,2438,909 Destiny USA,Destiny USA-bound
2025-08-26 19:56:00,2025-08-26 20:18:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-26 20:18:01,2025-08-26 20:35:01,2438,909 Destiny USA,Destiny USA-bound
2025-08-26 20:35:01,2025-08-26 21:07:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-26 21:07:01,2025-08-26 21:23:01,2438,909 Destiny USA,Destiny USA-bound
2025-08-26 21:23:01,2025-08-26 21:49:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-26 21:49:01,2025-08-26 22:01:01,2438,909 Destiny USA,Destiny USA-bound
2025-08-26 22:01:01,2025-08-26 22:21:02,2438,909 Destiny USA,Fairgrounds-bound
2025-08-26 22:21:02,2025-08-26 22:38:01,2438,909 Destiny USA,Destiny USA-bound
2025-08-26 22:38:01,2025-08-26 23:08:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-26 23:08:01,2025-08-26 23:23:01,2438,909 Destiny USA,Destiny USA-bound
2025-08-26 23:23:01,2025-08-26 23:37:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-26 23:37:01,2025-08-26 23:55:01,2438,909 Destiny USA,Destiny USA-bound
2025-08-26 23:55:01,2025-08-27 00:08:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-27 00:08:01,2025-08-27 00:20:01,2438,909 Destiny USA,Destiny USA-bound
2025-08-28 20:27:01,2025-08-28 20:52:02,2438,901 State Fair - Hub,Fairgrounds-bound
2025-08-28 20:52:02,2025-08-28 21:09:01,2438,901 State Fair - Hub,hub-bound
2025-08-28 21:09:01,2025-08-28 21:29:01,2438,901 State Fair - Hub,Fairgrounds-bound
2025-08-28 21:29:01,2025-08-28 21:50:00,2438,901 State Fair - Hub,hub-bound
2025-08-28 21:50:00,2025-08-28 22:06:01,2438,901 State Fair - Hub,Fairgrounds-bound
2025-08-28 22:06:01,2025-08-28 22:26:01,2438,901 State Fair - Hub,hub-bound
2025-08-28 22:26:01,2025-08-28 22:41:01,2438,901 State Fair - Hub,Fairgrounds-bound
2025-08-28 22:41:01,2025-08-28 22:57:01,2438,901 State Fair - Hub,hub-bound
2025-08-28 22:57:01,2025-08-28 23:11:01,2438,901 State Fair - Hub,Fairgrounds-bound
2025-08-28 23:11:01,2025-08-28 23:26:01,2438,901 State Fair - Hub,hub-bound
2025-08-28 23:26:01,2025-08-28 23:40:01,2438,901 State Fair - Hub,Fairgrounds-bound
2025-08-28 23:40:01,2025-08-28 23:55:01,2438,901 State Fair - Hub,hub-bound
2025-08-28 23:55:01,2025-08-29 00:25:01,2438,901 State Fair - Hub,Fairgrounds-bound
2025-08-29 00:25:01,2025-08-29 00:46:01,2438,901 State Fair - Hub,hub-bound
2025-08-29 00:46:01,2025-08-29 00:59:02,2438,901 State Fair - Hub,Fairgrounds-bound
2025-08-29 00:59:02,2025-08-29 01:24:01,2438,901 State Fair - Hub,hub-bound
2025-08-29 01:24:01,2025-08-29 01:49:01,2438,901 State Fair - Hub,Fairgrounds-bound
2025-08-29 01:49:01,2025-08-29 02:17:01,2438,901 State Fair - Hub,hub-bound
2025-08-29 02:17:01,2025-08-29 02:30:02,2438,901 State Fair - Hub,Fairgrounds-bound
2025-08-29 02:30:02,2025-08-29 03:04:01,2438,901 State Fair - Hub,hub-bound
2025-08-29 03:04:01,2025-08-29 03:17:01,2438,901 State Fair - Hub,Fairgrounds-bound
2025-08-29 03:17:01,2025-08-29 03:49:01,2438,901 State Fair - Hub,hub-bound
2025-08-29 17:33:02,2025-08-29 17:58:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-29 17:58:01,2025-08-29 18:12:01,2438,909 Destiny USA,Destiny USA-bound
2025-08-29 18:12:01,2025-08-29 18:45:02,2438,909 Destiny USA,Fairgrounds-bound
2025-08-29 18:45:02,2025-08-29 19:00:01,2438,909 Destiny USA,Destiny USA-bound
2025-08-29 19:00:01,2025-08-29 19:32:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-29 19:32:01,2025-08-29 19:48:02,2438,909 Destiny USA,Destiny USA-bound
2025-08-29 19:48:02,2025-08-29 20:17:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-29 20:17:01,2025-08-29 20:35:01,2438,909 Destiny USA,Destiny USA-bound
2025-08-29 20:35:01,2025-08-29 20:55:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-29 20:55:01,2025-08-29 21:12:02,2438,909 Destiny USA,Destiny USA-bound
2025-08-29 21:12:02,2025-08-29 21:29:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-29 21:29:01,2025-08-29 21:39:01,2438,909 Destiny USA,Destiny USA-bound
2025-08-29 21:39:01,2025-08-30 00:22:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-30 00:22:01,2025-08-30 00:40:02,2438,909 Destiny USA,Destiny USA-bound
2025-08-30 00:40:02,2025-08-30 00:54:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-30 00:54:01,2025-08-30 01:20:02,2438,909 Destiny USA,Destiny USA-bound
2025-08-30 01:20:02,2025-08-30 01:36:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-30 01:36:01,2025-08-30 01:57:01,2438,909 Destiny USA,Destiny USA-bound
2025-08-30 01:57:01,2025-08-30 02:09:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-30 02:09:01,2025-08-30 02:28:01,2438,909 Destiny USA,Destiny USA-bound
2025-08-30 02:28:01,2025-08-30 02:36:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-30 02:36:01,2025-08-30 02:47:01,2438,909 Destiny USA,Destiny USA-bound
2025-08-30 02:47:01,2025-08-30 02:56:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-30 02:56:01,2025-08-30 03:08:01,2438,909 Destiny USA,Destiny USA-bound
2025-08-30 03:08:01,2025-08-30 03:19:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-30 03:19:01,2025-08-30 03:27:01,2438,909 Destiny USA,Destiny USA-bound
2025-08-30 23:35:02,2025-08-30 23:47:01,2438,909 Destiny USA,Destiny USA-bound
2025-08-31 17:14:02,2025-08-31 17:50:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-31 17:50:01,2025-08-31 17:59:01,2438,909 Destiny USA,Destiny USA-bound
2025-08-31 17:59:01,2025-08-31 18:21:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-31 18:21:01,2025-08-31 18:31:01,2438,909 Destiny USA,Destiny USA-bound
2025-08-31 18:31:01,2025-08-31 18:52:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-31 18:52:01,2025-08-31 19:08:01,2438,909 Destiny USA,Destiny USA-bound
2025-08-31 19:08:01,2025-08-31 19:30:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-31 19:30:01,2025-08-31 19:47:02,2438,909 Destiny USA,Destiny USA-bound
2025-08-31 19:47:02,2025-08-31 20:05:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-31 20:05:01,2025-08-31 20:19:02,2438,909 Destiny USA,Destiny USA-bound
2025-08-31 20:19:02,2025-08-31 20:48:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-31 20:48:01,2025-08-31 21:05:01,2438,909 Destiny USA,Destiny USA-bound
2025-08-31 21:05:01,2025-08-31 21:29:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-31 21:29:01,2025-08-31 21:47:01,2438,909 Destiny USA,Destiny USA-bound
2025-08-31 21:47:01,2025-08-31 22:14:02,2438,909 Destiny USA,Fairgrounds-bound
2025-08-31 22:14:02,2025-08-31 22:25:01,2438,909 Destiny USA,Destiny USA-bound
2025-08-31 22:25:01,2025-08-31 22:41:01,2438,909 Destiny USA,Fairgrounds-bound
2025-08-31 22:41:01,2025-08-31 23:03:01,2438,909 Destiny USA,Destiny USA-bound
2025-08-31 23:03:01,2025-08-31 23:12:02,2438,909 Destiny USA,Fairgrounds-bound
2025-08-31 23:12:02,2025-08-31 23:40:01,2438,909 Destiny USA,Destiny USA-bound
2025-08-31 23:40:01,2025-08-31 23:57:02,2438,909 Destiny USA,Fairgrounds-bound
2025-08-31 23:57:02,2025-09-01 00:17:01,2438,909 Destiny USA,Destiny USA-bound
2025-09-01 19:06:01,2025-09-01 22:03:01,2438,909 Destiny USA,Fairgrounds-bound
2025-09-01 22:17:01,2025-09-01 22:24:01,2438,907 Long Branch Park,Fairgrounds-bound
2025-09-01 22:24:01,2025-09-01 22:58:01,2438,907 Long Branch Park,Long Branch Park-bound
2025-09-01 22:58:01,2025-09-01 23:11:01,2438,907 Long Branch Park,Fairgrounds-bound
2025-09-01 23:11:01,2025-09-01 23:34:02,2438,907 Long Branch Park,Long Branch Park-bound
2025-09-01 23:34:02,2025-09-01 23:51:01,2438,907 Long Branch Park,Fairgrounds-bound
2025-09-01 23:51:01,2025-09-02 00:10:01,2438,907 Long Branch Park,Long Branch Park-bound
2025-09-02 00:10:01,2025-09-02 00:22:01,2438,907 Long Branch Park,Fairgrounds-bound
2025-09-02 00:22:01,2025-09-02 00:46:01,2438,907 Long Branch Park,Long Branch Park-bound
2025-09-02 00:46:01,2025-09-02 00:58:01,2438,907 Long Branch Park,Fairgrounds-bound
2025-09-02 00:58:01,2025-09-02 01:28:01,2438,907 Long Branch Park,Long Branch Park-bound
2025-09-02 01:28:01,2025-09-02 01:39:01,2438,907 Long Branch Park,Fairgrounds-bound
2025-09-02 01:39:01,2025-09-02 01:55:01,2438,907 Long Branch Park,Long Branch Park-bound
2025-09-02 01:55:01,2025-09-02 02:08:01,2438,907 Long Branch Park,Fairgrounds-bound
2025-08-21 22:33:01,2025-08-21 22:38:01,2439,907 Long Branch Park,Long Branch Park-bound
2025-08-21 22:38:01,2025-08-21 23:06:01,2439,907 Long Branch Park,Fairgrounds-bound
2025-08-21 23:06:01,2025-08-21 23:30:01,2439,907 Long Branch Park,Long Branch Park-bound
2025-08-21 23:30:01,2025-08-21 23:51:01,2439,907 Long Branch Park,Fairgrounds-bound
2025-08-21 23:51:01,2025-08-22 00:18:01,2439,907 Long Branch Park,Long Branch Park-bound
2025-08-22 00:18:01,2025-08-22 00:41:01,2439,907 Long Branch Park,Fairgrounds-bound
2025-08-22 00:41:01,2025-08-22 01:06:01,2439,907 Long Branch Park,Long Branch Park-bound
2025-08-22 01:06:01,2025-08-22 01:23:01,2439,907 Long Branch Park,Fairgrounds-bound
2025-08-23 00:59:01,2025-08-23 01:09:01,2439,909 Destiny USA,Fairgrounds-bound
2025-08-23 01:09:01,2025-08-23 01:34:01,2439,909 Destiny USA,Destiny USA-bound
2025-08-23 01:34:01,2025-08-23 01:43:02,2439,909 Destiny USA,Fairgrounds-bound
2025-08-23 01:43:02,2025-08-23 02:02:02,2439,909 Destiny USA,Destiny USA-bound
2025-08-23 02:02:02,2025-08-23 02:12:01,2439,909 Destiny USA,Fairgrounds-bound
2025-08-23 02:12:01,2025-08-23 02:37:01,2439,909 Destiny USA,Destiny USA-bound
2025-08-23 02:37:01,2025-08-23 02:45:01,2439,909 Destiny USA,Fairgrounds-bound
2025-08-23 02:45:01,2025-08-23 03:06:01,2439,909 Destiny USA,Destiny USA-bound
2025-08-23 03:06:01,2025-08-23 03:18:01,2439,909 Destiny USA,Fairgrounds-bound
2025-08-23 03:18:01,2025-08-23 03:39:02,2439,909 Destiny USA,Destiny USA-bound
2025-08-23 12:42:01,2025-08-23 13:02:01,2439,909 Destiny USA,Fairgrounds-bound
2025-08-23 21:04:02,2025-08-23 21:26:01,2439,909 Destiny USA,Destiny USA-bound
2025-08-23 21:26:01,2025-08-23 22:32:01,2439,909 Destiny USA,Fairgrounds-bound
2025-08-23 22:32:01,2025-08-23 22:51:01,2439,909 Destiny USA,Destiny USA-bound
2025-08-23 22:51:01,2025-08-23 23:09:01,2439,909 Destiny USA,Fairgrounds-bound
2025-08-23 23:09:01,2025-08-23 23:24:01,2439,909 Destiny USA,Destiny USA-bound
2025-08-23 23:24:01,2025-08-23 23:44:01,2439,909 Destiny USA,Fairgrounds-bound
2025-08-23 23:44:01,2025-08-24 00:00:02,2439,909 Destiny USA,Destiny USA-bound
2025-08-24 00:00:02,2025-08-24 00:15:01,2439,909 Destiny USA,Fairgrounds-bound
2025-08-24 00:15:01,2025-08-24 00:24:01,2439,909 Destiny USA,Destiny USA-bound
2025-08-25 23:55:01,2025-08-26 00:25:02,2439,909 Destiny USA,Fairgrounds-bound
2025-08-26 00:25:02,2025-08-26 00:42:01,2439,909 Destiny USA,Destiny USA-bound
2025-08-26 00:42:01,2025-08-26 00:53:01,2439,909 Destiny USA,Fairgrounds-bound
2025-08-26 00:53:01,2025-08-26 01:09:01,2439,909 Destiny USA,Destiny USA-bound
2025-08-26 01:09:01,2025-08-26 01:20:02,2439,909 Destiny USA,Fairgrounds-bound
2025-08-26 01:20:02,2025-08-26 01:34:01,2439,909 Destiny USA,Destiny USA-bound
2025-08-26 01:34:01,2025-08-26 01:43:01,2439,909 Destiny USA,Fairgrounds-bound
2025-08-26 01:43:01,2025-08-26 01:59:01,2439,909 Destiny USA,Destiny USA-bound
2025-08-26 01:59:01,2025-08-26 02:09:01,2439,909 Destiny USA,Fairgrounds-bound
2025-08-26 02:09:01,2025-08-26 02:29:01,2439,909 Destiny USA,Destiny USA-bound
2025-08-26 02:29:01,2025-08-26 02:38:02,2439,909 Destiny USA,Fairgrounds-bound
2025-08-26 02:38:02,2025-08-26 03:07:01,2439,909 Destiny USA,Destiny USA-bound
2025-08-27 13:30:02,2025-08-27 14:21:01,2439,909 Destiny USA,Fairgrounds-bound
2025-08-27 14:21:01,2025-08-27 14:39:01,2439,909 Destiny USA,Destiny USA-bound
2025-08-27 14:39:01,2025-08-27 15:01:02,2439,909 Destiny USA,Fairgrounds-bound
2025-08-27 15:01:02,2025-08-27 15:14:01,2439,909 Destiny USA,Destiny USA-bound
2025-08-27 15:14:01,2025-08-27 15:34:01,2439,909 Destiny USA,Fairgrounds-bound
2025-08-27 15:34:01,2025-08-27 15:50:01,2439,909 Destiny USA,Destiny USA-bound
2025-08-27 15:50:01,2025-08-27 16:12:02,2439,909 Destiny USA,Fairgrounds-bound
2025-08-27 16:12:02,2025-08-27 16:24:01,2439,909 Destiny USA,Destiny USA-bound
2025-08-27 16:24:01,2025-08-27 16:47:01,2439,909 Destiny USA,Fairgrounds-bound
2025-08-27 16:47:01,2025-08-27 16:59:01,2439,909 Destiny USA,Destiny USA-bound
2025-08-27 16:59:01,2025-08-27 17:24:01,2439,909 Destiny USA,Fairgrounds-bound
2025-08-27 17:24:01,2025-08-27 17:35:01,2439,909 Destiny USA,Destiny USA-bound
2025-08-27 17:35:01,2025-08-27 18:09:01,2439,909 Destiny USA,Fairgrounds-bound
2025-08-27 18:09:01,2025-08-27 18:21:01,2439,909 Destiny USA,Destiny USA-bound
2025-08-28 12:26:01,2025-08-28 12:51:01,2439,909 Destiny USA,Fairgrounds-bound
2025-08-28 13:02:01,2025-08-28 13:21:01,2439,907 Long Branch Park,Fairgrounds-bound
2025-08-28 13:21:01,2025-08-28 13:36:02,2439,907 Long Branch Park,Long Branch Park-bound
2025-08-28 13:36:02,2025-08-28 13:57:01,2439,907 Long Branch Park,Fairgrounds-bound
2025-08-28 13:57:01,2025-08-28 14:08:01,2439,907 Long Branch Park,Long Branch Park-bound
2025-08-28 14:08:01,2025-08-28 14:27:01,2439,907 Long Branch Park,Fairgrounds-bound
2025-08-28 14:27:01,2025-08-28 14:39:01,2439,907 Long Branch Park,Long Branch Park-bound
2025-08-28 14:39:01,2025-08-28 15:00:01,2439,907 Long Branch Park,Fairgrounds-bound
2025-08-28 15:00:01,2025-08-28 15:13:01,2439,907 Long Branch Park,Long Branch Park-bound
2025-08-28 15:13:01,2025-08-28 15:33:01,2439,907 Long Branch Park,Fairgrounds-bound
2025-08-28 15:33:01,2025-08-28 15:48:01,2439,907 Long Branch Park,Long Branch Park-bound
2025-08-28 15:48:01,2025-08-28 16:09:01,2439,907 Long Branch Park,Fairgrounds-bound
2025-08-28 16:09:01,2025-08-28 16:23:01,2439,907 Long Branch Park,Long Branch Park-bound
2025-08-28 16:23:01,2025-08-28 16:44:01,2439,907 Long Branch Park,Fairgrounds-bound
2025-08-28 16:44:01,2025-08-28 16:58:01,2439,907 Long Branch Park,Long Branch Park-bound
2025-08-28 16:58:01,2025-08-28 17:26:01,2439,907 Long Branch Park,Fairgrounds-bound
2025-08-28 17:26:01,2025-08-28 17:38:01,2439,907 Long Branch Park,Long Branch Park-bound
2025-08-28 17:38:01,2025-08-28 18:14:01,2439,907 Long Branch Park,Fairgrounds-bound
2025-08-28 18:14:01,2025-08-28 18:31:01,2439,907 Long Branch Park,Long Branch Park-bound
2025-08-28 18:31:01,2025-08-28 18:51:01,2439,907 Long Branch Park,Fairgrounds-bound
2025-08-28 18:51:01,2025-08-28 19:07:01,2439,907 Long Branch Park,Long Branch Park-bound
2025-08-28 19:07:01,2025-08-28 19:41:01,2439,907 Long Branch Park,Fairgrounds-bound
2025-08-28 19:41:01,2025-08-28 20:01:01,2439,907 Long Branch Park,Long Branch Park-bound
2025-08-28 20:01:01,2025-08-28 20:22:01,2439,907 Long Branch Park,Fairgrounds-bound
2025-08-28 20:22:01,2025-08-28 20:45:01,2439,907 Long Branch Park,Long Branch Park-bound
2025-08-28 20:45:01,2025-08-28 21:09:01,2439,907 Long Branch Park,Fairgrounds-bound
2025-08-28 21:09:01,2025-08-28 21:36:01,2439,907 Long Branch Park,Long Branch Park-bound
2025-08-28 21:36:01,2025-08-28 21:58:01,2439,907 Long Branch Park,Fairgrounds-bound
2025-08-28 21:58:01,2025-08-28 22:24:01,2439,907 Long Branch Park,Long Branch Park-bound
2025-08-28 22:24:01,2025-08-28 22:42:01,2439,907 Long Branch Park,Fairgrounds-bound
2025-08-28 22:42:01,2025-08-28 23:05:01,2439,907 Long Branch Park,Long Branch Park-bound
2025-08-28 23:05:01,2025-08-28 23:26:01,2439,907 Long Branch Park,Fairgrounds-bound
