timestamp,route,count
2025-08-23 13:22:01,909 Destiny USA,4
2025-08-23 13:22:01,907 Long Branch Park,2
2025-08-23 13:22:01,582 Orange Lot,5
2025-08-23 13:23:00,901 State Fair - Hub,2
2025-08-23 13:23:00,909 Destiny USA,4
2025-08-23 13:23:00,907 Long Branch Park,2
2025-08-23 13:23:00,582 Orange Lot,5
2025-08-23 13:24:02,901 State Fair - Hub,2
2025-08-23 13:24:02,909 Destiny USA,4
2025-08-23 13:24:02,907 Long Branch Park,2
2025-08-23 13:24:02,582 Orange Lot,5
2025-08-23 13:25:01,901 State Fair - Hub,2
2025-08-23 13:25:01,909 Destiny USA,4
2025-08-23 13:25:01,907 Long Branch Park,2
2025-08-23 13:25:01,582 Orange Lot,5
2025-08-23 13:26:01,901 State Fair - Hub,2
2025-08-23 13:26:01,909 Destiny USA,4
2025-08-23 13:26:01,907 Long Branch Park,2
2025-08-23 13:26:01,582 Orange Lot,5
2025-08-23 13:27:02,901 State Fair - Hub,2
2025-08-23 13:27:02,909 Destiny USA,4
2025-08-23 13:27:02,907 Long Branch Park,2
2025-08-23 13:27:02,582 Orange Lot,5
2025-08-23 13:28:01,901 State Fair - Hub,2
2025-08-23 13:28:01,909 Destiny USA,4
2025-08-23 13:28:01,907 Long Branch Park,2
2025-08-23 13:28:01,582 Orange Lot,5
2025-08-23 13:29:01,901 State Fair - Hub,2
2025-08-23 13:29:01,909 Destiny USA,4
2025-08-23 13:29:01,907 Long Branch Park,2
2025-08-23 13:29:01,582 Orange Lot,5
2025-08-23 13:30:02,901 State Fair - Hub,2
2025-08-23 13:30:02,909 Destiny USA,4
2025-08-23 13:30:02,907 Long Branch Park,2
2025-08-23 13:30:02,582 Orange Lot,5
2025-08-23 13:31:01,901 State Fair - Hub,2
2025-08-23 13:31:01,909 Destiny USA,4
2025-08-23 13:31:01,907 Long Branch Park,2
2025-08-23 13:31:01,582 Orange Lot,5
2025-08-23 13:32:01,901 State Fair - Hub,2
2025-08-23 13:32:01,909 Destiny USA,4
2025-08-23 13:32:01,907 Long Branch Park,2
2025-08-23 13:32:01,582 Orange Lot,5
2025-08-23 13:33:01,901 State Fair - Hub,2
2025-08-23 13:33:01,909 Destiny USA,4
2025-08-23 13:33:01,907 Long Branch Park,2
2025-08-23 13:33:01,582 Orange Lot,5
2025-08-23 13:34:01,901 State Fair - Hub,2
2025-08-23 13:34:01,909 Destiny USA,4
2025-08-23 13:34:01,907 Long Branch Park,2
2025-08-23 13:34:01,582 Orange Lot,5
2025-08-23 13:35:01,901 State Fair - Hub,2
2025-08-23 13:35:01,909 Destiny USA,4
2025-08-23 13:35:01,907 Long Branch Park,2
2025-08-23 13:35:01,582 Orange Lot,5
2025-08-23 13:36:01,901 State Fair - Hub,2
2025-08-23 13:36:01,909 Destiny USA,4
2025-08-23 13:36:01,907 Long Branch Park,2
2025-08-23 13:36:01,582 Orange Lot,5
2025-08-23 13:37:02,901 State Fair - Hub,2
2025-08-23 13:37:02,909 Destiny USA,4
2025-08-23 13:37:02,907 Long Branch Park,2
2025-08-23 13:37:02,582 Orange Lot,5
2025-08-23 13:38:01,901 State Fair - Hub,2
2025-08-23 13:38:01,909 Destiny USA,4
2025-08-23 13:38:01,907 Long Branch Park,2
2025-08-23 13:38:01,582 Orange Lot,5
2025-08-23 13:39:01,901 State Fair - Hub,2
2025-08-23 13:39:01,909 Destiny USA,4
2025-08-23 13:39:01,907 Long Branch Park,2
2025-08-23 13:39:01,582 Orange Lot,5
2025-08-23 13:40:01,901 State Fair - Hub,2
2025-08-23 13:40:01,909 Destiny USA,4
2025-08-23 13:40:01,907 Long Branch Park,2
2025-08-23 13:40:01,582 Orange Lot,5
2025-08-23 13:41:01,901 State Fair - Hub,2
2025-08-23 13:41:01,909 Destiny USA,4
2025-08-23 13:41:01,907 Long Branch Park,2
2025-08-23 13:41:01,582 Orange Lot,5
2025-08-23 13:42:01,901 State Fair - Hub,2
2025-08-23 13:42:01,909 Destiny USA,4
2025-08-23 13:42:01,907 Long Branch Park,2
2025-08-23 13:42:01,582 Orange Lot,5
2025-08-23 13:43:01,901 State Fair - Hub,2
2025-08-23 13:43:01,909 Destiny USA,4
2025-08-23 13:43:01,907 Long Branch Park,2
2025-08-23 13:43:01,582 Orange Lot,5
2025-08-23 13:44:01,901 State Fair - Hub,2
2025-08-23 13:44:01,909 Destiny USA,4
2025-08-23 13:44:01,907 Long Branch Park,2
2025-08-23 13:44:01,582 Orange Lot,5
2025-08-23 13:45:01,901 State Fair - Hub,2
2025-08-23 13:45:01,909 Destiny USA,4
2025-08-23 13:45:01,907 Long Branch Park,2
2025-08-23 13:45:01,582 Orange Lot,5
2025-08-23 13:46:01,901 State Fair - Hub,2
2025-08-23 13:46:01,909 Destiny USA,4
2025-08-23 13:46:01,907 Long Branch Park,2
2025-08-23 13:46:01,582 Orange Lot,5
2025-08-23 13:47:02,901 State Fair - Hub,2
2025-08-23 13:47:02,909 Destiny USA,4
2025-08-23 13:47:02,907 Long Branch Park,2
2025-08-23 13:47:02,582 Orange Lot,5
2025-08-23 13:48:01,901 State Fair - Hub,2
2025-08-23 13:48:01,909 Destiny USA,4
2025-08-23 13:48:01,907 Long Branch Park,2
2025-08-23 13:48:01,582 Orange Lot,5
2025-08-23 13:49:01,901 State Fair - Hub,2
2025-08-23 13:49:01,909 Destiny USA,4
2025-08-23 13:49:01,907 Long Branch Park,2
2025-08-23 13:49:01,582 Orange Lot,5
2025-08-23 13:50:02,901 State Fair - Hub,2
2025-08-23 13:50:02,909 Destiny USA,4
2025-08-23 13:50:02,907 Long Branch Park,2
2025-08-23 13:50:02,582 Orange Lot,5
2025-08-23 13:51:01,901 State Fair - Hub,2
2025-08-23 13:51:01,909 Destiny USA,4
2025-08-23 13:51:01,907 Long Branch Park,2
2025-08-23 13:51:01,582 Orange Lot,5
2025-08-23 13:52:01,901 State Fair - Hub,2
2025-08-23 13:52:01,909 Destiny USA,4
2025-08-23 13:52:01,907 Long Branch Park,2
2025-08-23 13:52:01,582 Orange Lot,5
2025-08-23 13:53:01,901 State Fair - Hub,2
2025-08-23 13:53:01,909 Destiny USA,4
2025-08-23 13:53:01,907 Long Branch Park,2
2025-08-23 13:53:01,582 Orange Lot,5
2025-08-23 13:54:01,901 State Fair - Hub,2
2025-08-23 13:54:01,909 Destiny USA,4
2025-08-23 13:54:01,907 Long Branch Park,2
2025-08-23 13:54:01,582 Orange Lot,5
2025-08-23 13:55:01,901 State Fair - Hub,2
2025-08-23 13:55:01,909 Destiny USA,4
2025-08-23 13:55:01,907 Long Branch Park,2
2025-08-23 13:55:01,582 Orange Lot,5
2025-08-23 13:56:01,901 State Fair - Hub,2
2025-08-23 13:56:01,909 Destiny USA,4
2025-08-23 13:56:01,907 Long Branch Park,2
2025-08-23 13:56:01,582 Orange Lot,5
2025-08-23 13:57:02,901 State Fair - Hub,2
2025-08-23 13:57:02,909 Destiny USA,4
2025-08-23 13:57:02,907 Long Branch Park,2
2025-08-23 13:57:02,582 Orange Lot,5
2025-08-23 13:58:02,901 State Fair - Hub,2
2025-08-23 13:58:02,909 Destiny USA,4
2025-08-23 13:58:02,907 Long Branch Park,2
2025-08-23 13:58:02,582 Orange Lot,5
2025-08-23 13:59:00,901 State Fair - Hub,2
2025-08-23 13:59:00,909 Destiny USA,4
2025-08-23 13:59:00,907 Long Branch Park,2
2025-08-23 13:59:00,582 Orange Lot,5
2025-08-23 14:00:01,901 State Fair - Hub,2
2025-08-23 14:00:01,909 Destiny USA,4
2025-08-23 14:00:01,907 Long Branch Park,2
2025-08-23 14:00:01,582 Orange Lot,5
2025-08-23 14:01:01,901 State Fair - Hub,2
2025-08-23 14:01:01,909 Destiny USA,4
2025-08-23 14:01:01,907 Long Branch Park,2
2025-08-23 14:01:01,582 Orange Lot,5
2025-08-23 14:02:01,901 State Fair - Hub,2
2025-08-23 14:02:01,909 Destiny USA,4
2025-08-23 14:02:01,907 Long Branch Park,2
2025-08-23 14:02:01,582 Orange Lot,5
2025-08-23 14:03:01,901 State Fair - Hub,2
2025-08-23 14:03:01,909 Destiny USA,4
2025-08-23 14:03:01,907 Long Branch Park,2
2025-08-23 14:03:01,582 Orange Lot,5
2025-08-23 14:04:02,901 State Fair - Hub,2
2025-08-23 14:04:02,909 Destiny USA,4
2025-08-23 14:04:02,907 Long Branch Park,2
2025-08-23 14:04:02,582 Orange Lot,5
2025-08-23 14:05:01,901 State Fair - Hub,2
2025-08-23 14:05:01,909 Destiny USA,4
2025-08-23 14:05:01,907 Long Branch Park,2
2025-08-23 14:05:01,582 Orange Lot,5
2025-08-23 14:06:01,901 State Fair - Hub,2
2025-08-23 14:06:01,909 Destiny USA,4
2025-08-23 14:06:01,907 Long Branch Park,2
2025-08-23 14:06:01,582 Orange Lot,5
2025-08-23 14:07:01,901 State Fair - Hub,2
2025-08-23 14:07:01,909 Destiny USA,4
2025-08-23 14:07:01,907 Long Branch Park,2
2025-08-23 14:07:01,582 Orange Lot,5
2025-08-23 14:08:02,901 State Fair - Hub,2
2025-08-23 14:08:02,909 Destiny USA,4
2025-08-23 14:08:02,907 Long Branch Park,2
2025-08-23 14:08:02,582 Orange Lot,5
2025-08-23 14:09:01,901 State Fair - Hub,2
2025-08-23 14:09:01,909 Destiny USA,4
2025-08-23 14:09:01,907 Long Branch Park,2
2025-08-23 14:09:01,582 Orange Lot,5
2025-08-23 14:10:01,901 State Fair - Hub,2
2025-08-23 14:10:01,909 Destiny USA,4
2025-08-23 14:10:01,907 Long Branch Park,2
2025-08-23 14:10:01,582 Orange Lot,5
2025-08-23 14:11:01,901 State Fair - Hub,2
2025-08-23 14:11:01,909 Destiny USA,4
2025-08-23 14:11:01,907 Long Branch Park,2
2025-08-23 14:11:01,582 Orange Lot,5
2025-08-23 14:12:01,901 State Fair - Hub,2
2025-08-23 14:12:01,909 Destiny USA,4
2025-08-23 14:12:01,907 Long Branch Park,2
2025-08-23 14:12:01,582 Orange Lot,5
2025-08-23 14:13:01,901 State Fair - Hub,2
2025-08-23 14:13:01,909 Destiny USA,4
2025-08-23 14:13:01,907 Long Branch Park,2
2025-08-23 14:13:01,582 Orange Lot,5
2025-08-23 14:14:01,901 State Fair - Hub,2
2025-08-23 14:14:01,909 Destiny USA,4
2025-08-23 14:14:01,907 Long Branch Park,2
2025-08-23 14:14:01,582 Orange Lot,5
2025-08-23 14:15:02,901 State Fair - Hub,2
2025-08-23 14:15:02,909 Destiny USA,4
2025-08-23 14:15:02,907 Long Branch Park,2
2025-08-23 14:15:02,582 Orange Lot,5
2025-08-23 14:16:01,901 State Fair - Hub,2
2025-08-23 14:16:01,909 Destiny USA,4
2025-08-23 14:16:01,907 Long Branch Park,2
2025-08-23 14:16:01,582 Orange Lot,5
2025-08-23 14:17:01,901 State Fair - Hub,2
2025-08-23 14:17:01,909 Destiny USA,4
2025-08-23 14:17:01,907 Long Branch Park,2
2025-08-23 14:17:01,582 Orange Lot,5
2025-08-23 14:18:01,901 State Fair - Hub,2
2025-08-23 14:18:01,909 Destiny USA,4
2025-08-23 14:18:01,907 Long Branch Park,2
2025-08-23 14:18:01,582 Orange Lot,5
2025-08-23 14:19:01,901 State Fair - Hub,2
2025-08-23 14:19:01,909 Destiny USA,4
2025-08-23 14:19:01,907 Long Branch Park,2
2025-08-23 14:19:01,582 Orange Lot,5
2025-08-23 14:20:01,901 State Fair - Hub,2
2025-08-23 14:20:01,909 Destiny USA,4
2025-08-23 14:20:01,907 Long Branch Park,2
2025-08-23 14:20:01,582 Orange Lot,5
2025-08-23 14:21:01,901 State Fair - Hub,2
2025-08-23 14:21:01,909 Destiny USA,4
2025-08-23 14:21:01,907 Long Branch Park,2
2025-08-23 14:21:01,582 Orange Lot,5
2025-08-23 14:22:01,901 State Fair - Hub,2
2025-08-23 14:22:01,909 Destiny USA,4
2025-08-23 14:22:01,907 Long Branch Park,2
2025-08-23 14:22:01,582 Orange Lot,5
2025-08-23 14:23:01,901 State Fair - Hub,2
2025-08-23 14:23:01,909 Destiny USA,4
2025-08-23 14:23:01,907 Long Branch Park,2
2025-08-23 14:23:01,582 Orange Lot,5
2025-08-23 14:24:01,901 State Fair - Hub,2
2025-08-23 14:24:01,909 Destiny USA,4
2025-08-23 14:24:01,907 Long Branch Park,2
2025-08-23 14:24:01,582 Orange Lot,5
2025-08-23 14:25:02,901 State Fair - Hub,2
2025-08-23 14:25:02,909 Destiny USA,4
2025-08-23 14:25:02,907 Long Branch Park,2
2025-08-23 14:25:02,582 Orange Lot,5
2025-08-23 14:26:02,901 State Fair - Hub,2
2025-08-23 14:26:02,909 Destiny USA,4
2025-08-23 14:26:02,907 Long Branch Park,2
2025-08-23 14:26:02,582 Orange Lot,5
2025-08-23 14:27:01,901 State Fair - Hub,2
2025-08-23 14:27:01,909 Destiny USA,4
2025-08-23 14:27:01,907 Long Branch Park,2
2025-08-23 14:27:01,582 Orange Lot,5
2025-08-23 14:28:01,901 State Fair - Hub,2
2025-08-23 14:28:01,909 Destiny USA,4
2025-08-23 14:28:01,907 Long Branch Park,2
2025-08-23 14:28:01,582 Orange Lot,5
2025-08-23 14:29:01,901 State Fair - Hub,2
2025-08-23 14:29:01,909 Destiny USA,4
2025-08-23 14:29:01,907 Long Branch Park,2
2025-08-23 14:29:01,582 Orange Lot,5
2025-08-23 14:30:01,901 State Fair - Hub,2
2025-08-23 14:30:01,909 Destiny USA,4
2025-08-23 14:30:01,907 Long Branch Park,2
2025-08-23 14:30:01,582 Orange Lot,5
2025-08-23 14:31:01,901 State Fair - Hub,2
2025-08-23 14:31:01,909 Destiny USA,4
2025-08-23 14:31:01,907 Long Branch Park,2
2025-08-23 14:31:01,582 Orange Lot,5
2025-08-23 14:32:01,901 State Fair - Hub,2
2025-08-23 14:32:01,909 Destiny USA,4
2025-08-23 14:32:01,907 Long Branch Park,2
2025-08-23 14:32:01,582 Orange Lot,5
2025-08-23 14:33:01,901 State Fair - Hub,2
2025-08-23 14:33:01,909 Destiny USA,4
2025-08-23 14:33:01,907 Long Branch Park,2
2025-08-23 14:33:01,582 Orange Lot,5
2025-08-23 14:34:01,901 State Fair - Hub,2
2025-08-23 14:34:01,909 Destiny USA,4
2025-08-23 14:34:01,907 Long Branch Park,2
2025-08-23 14:34:01,582 Orange Lot,5
2025-08-23 14:35:01,901 State Fair - Hub,2
2025-08-23 14:35:01,909 Destiny USA,4
2025-08-23 14:35:01,907 Long Branch Park,2
2025-08-23 14:35:01,582 Orange Lot,5
2025-08-23 14:36:01,901 State Fair - Hub,2
2025-08-23 14:36:01,909 Destiny USA,4
2025-08-23 14:36:01,907 Long Branch Park,2
2025-08-23 14:36:01,582 Orange Lot,5
2025-08-23 14:37:01,901 State Fair - Hub,2
2025-08-23 14:37:01,909 Destiny USA,4
2025-08-23 14:37:01,907 Long Branch Park,2
2025-08-23 14:37:01,582 Orange Lot,5
2025-08-23 14:38:01,901 State Fair - Hub,2
2025-08-23 14:38:01,909 Destiny USA,4
2025-08-23 14:38:01,907 Long Branch Park,2
2025-08-23 14:38:01,582 Orange Lot,5
2025-08-23 14:39:01,901 State Fair - Hub,2
2025-08-23 14:39:01,909 Destiny USA,4
2025-08-23 14:39:01,907 Long Branch Park,2
2025-08-23 14:39:01,582 Orange Lot,5
2025-08-23 14:40:01,901 State Fair - Hub,2
2025-08-23 14:40:01,909 Destiny USA,4
2025-08-23 14:40:01,907 Long Branch Park,2
2025-08-23 14:40:01,582 Orange Lot,5
2025-08-23 14:41:01,901 State Fair - Hub,2
2025-08-23 14:41:01,909 Destiny USA,4
2025-08-23 14:41:01,907 Long Branch Park,2
2025-08-23 14:41:01,582 Orange Lot,5
2025-08-23 14:42:01,901 State Fair - Hub,2
2025-08-23 14:42:01,909 Destiny USA,4
2025-08-23 14:42:01,907 Long Branch Park,2
2025-08-23 14:42:01,582 Orange Lot,5
2025-08-23 14:43:01,901 State Fair - Hub,2
2025-08-23 14:43:01,909 Destiny USA,4
2025-08-23 14:43:01,907 Long Branch Park,3
2025-08-23 14:43:01,582 Orange Lot,5
2025-08-23 14:44:02,901 State Fair - Hub,2
2025-08-23 14:44:02,909 Destiny USA,4
2025-08-23 14:44:02,907 Long Branch Park,3
2025-08-23 14:44:02,582 Orange Lot,5
2025-08-23 14:45:01,901 State Fair - Hub,2
2025-08-23 14:45:01,909 Destiny USA,4
2025-08-23 14:45:01,907 Long Branch Park,3
2025-08-23 14:45:01,582 Orange Lot,5
2025-08-23 14:46:01,901 State Fair - Hub,2
2025-08-23 14:46:01,909 Destiny USA,4
2025-08-23 14:46:01,907 Long Branch Park,3
2025-08-23 14:46:01,582 Orange Lot,5
2025-08-23 14:47:01,901 State Fair - Hub,2
2025-08-23 14:47:01,909 Destiny USA,4
2025-08-23 14:47:01,907 Long Branch Park,3
2025-08-23 14:47:01,582 Orange Lot,4
2025-08-23 14:48:01,901 State Fair - Hub,2
2025-08-23 14:48:01,909 Destiny USA,4
2025-08-23 14:48:01,907 Long Branch Park,3
2025-08-23 14:48:01,582 Orange Lot,4
2025-08-23 14:49:01,901 State Fair - Hub,2
2025-08-23 14:49:01,909 Destiny USA,4
2025-08-23 14:49:01,907 Long Branch Park,3
2025-08-23 14:49:01,582 Orange Lot,4
2025-08-23 14:50:02,901 State Fair - Hub,2
2025-08-23 14:50:02,909 Destiny USA,4
2025-08-23 14:50:02,907 Long Branch Park,3
2025-08-23 14:50:02,582 Orange Lot,4
2025-08-23 14:51:01,901 State Fair - Hub,2
2025-08-23 14:51:01,909 Destiny USA,4
2025-08-23 14:51:01,907 Long Branch Park,3
2025-08-23 14:51:01,582 Orange Lot,4
2025-08-23 14:52:01,901 State Fair - Hub,2
2025-08-23 14:52:01,909 Destiny USA,4
2025-08-23 14:52:01,907 Long Branch Park,3
2025-08-23 14:52:01,582 Orange Lot,4
2025-08-23 14:53:01,901 State Fair - Hub,2
2025-08-23 14:53:01,909 Destiny USA,4
2025-08-23 14:53:01,907 Long Branch Park,3
2025-08-23 14:53:01,582 Orange Lot,4
2025-08-23 14:54:01,901 State Fair - Hub,2
2025-08-23 14:54:01,909 Destiny USA,4
2025-08-23 14:54:01,907 Long Branch Park,3
2025-08-23 14:54:01,582 Orange Lot,4
2025-08-23 14:55:01,901 State Fair - Hub,2
2025-08-23 14:55:01,909 Destiny USA,4
2025-08-23 14:55:01,907 Long Branch Park,3
2025-08-23 14:55:01,582 Orange Lot,4
2025-08-23 14:56:01,901 State Fair - Hub,2
2025-08-23 14:56:01,909 Destiny USA,4
2025-08-23 14:56:01,907 Long Branch Park,3
2025-08-23 14:56:01,582 Orange Lot,4
2025-08-23 14:57:01,901 State Fair - Hub,2
2025-08-23 14:57:01,909 Destiny USA,4
2025-08-23 14:57:01,907 Long Branch Park,3
2025-08-23 14:57:01,582 Orange Lot,4
2025-08-23 14:58:01,901 State Fair - Hub,2
2025-08-23 14:58:01,909 Destiny USA,4
2025-08-23 14:58:01,907 Long Branch Park,3
2025-08-23 14:58:01,582 Orange Lot,4
2025-08-23 14:59:01,901 State Fair - Hub,2
2025-08-23 14:59:01,909 Destiny USA,4
2025-08-23 14:59:01,907 Long Branch Park,3
2025-08-23 14:59:01,582 Orange Lot,4
2025-08-23 15:00:01,901 State Fair - Hub,2
2025-08-23 15:00:01,909 Destiny USA,4
2025-08-23 15:00:01,907 Long Branch Park,3
2025-08-23 15:00:01,582 Orange Lot,4
2025-08-23 15:01:02,901 State Fair - Hub,2
2025-08-23 15:01:02,909 Destiny USA,4
2025-08-23 15:01:02,907 Long Branch Park,3
2025-08-23 15:01:02,582 Orange Lot,4
2025-08-23 15:02:02,901 State Fair - Hub,2
2025-08-23 15:02:02,909 Destiny USA,4
2025-08-23 15:02:02,907 Long Branch Park,3
2025-08-23 15:02:02,582 Orange Lot,4
2025-08-23 15:03:01,901 State Fair - Hub,2
2025-08-23 15:03:01,909 Destiny USA,4
2025-08-23 15:03:01,907 Long Branch Park,3
2025-08-23 15:03:01,582 Orange Lot,4
2025-08-23 15:04:01,901 State Fair - Hub,2
2025-08-23 15:04:01,909 Destiny USA,4
2025-08-23 15:04:01,907 Long Branch Park,3
2025-08-23 15:04:01,582 Orange Lot,4
2025-08-23 15:05:02,901 State Fair - Hub,2
2025-08-23 15:05:02,909 Destiny USA,4
2025-08-23 15:05:02,907 Long Branch Park,3
2025-08-23 15:05:02,582 Orange Lot,4
2025-08-23 15:06:01,901 State Fair - Hub,2
2025-08-23 15:06:01,909 Destiny USA,4
2025-08-23 15:06:01,907 Long Branch Park,3
2025-08-23 15:06:01,582 Orange Lot,4
2025-08-23 15:07:01,901 State Fair - Hub,2
2025-08-23 15:07:01,909 Destiny USA,4
2025-08-23 15:07:01,907 Long Branch Park,3
2025-08-23 15:07:01,582 Orange Lot,4
2025-08-23 15:08:01,901 State Fair - Hub,2
2025-08-23 15:08:01,909 Destiny USA,4
2025-08-23 15:08:01,907 Long Branch Park,3
2025-08-23 15:08:01,582 Orange Lot,4
2025-08-23 15:09:01,901 State Fair - Hub,2
2025-08-23 15:09:01,909 Destiny USA,4
2025-08-23 15:09:01,907 Long Branch Park,3
2025-08-23 15:09:01,582 Orange Lot,4
2025-08-23 15:10:01,901 State Fair - Hub,2
2025-08-23 15:10:01,909 Destiny USA,4
2025-08-23 15:10:01,907 Long Branch Park,3
2025-08-23 15:10:01,582 Orange Lot,4
2025-08-23 15:11:01,901 State Fair - Hub,2
2025-08-23 15:11:01,909 Destiny USA,4
2025-08-23 15:11:01,907 Long Branch Park,3
2025-08-23 15:11:01,582 Orange Lot,4
2025-08-23 15:12:02,901 State Fair - Hub,2
2025-08-23 15:12:02,909 Destiny USA,4
2025-08-23 15:12:02,907 Long Branch Park,3
2025-08-23 15:12:02,582 Orange Lot,4
2025-08-23 15:13:01,901 State Fair - Hub,2
2025-08-23 15:13:01,909 Destiny USA,4
2025-08-23 15:13:01,907 Long Branch Park,3
2025-08-23 15:13:01,582 Orange Lot,4
2025-08-23 15:14:01,901 State Fair - Hub,2
2025-08-23 15:14:01,909 Destiny USA,4
2025-08-23 15:14:01,907 Long Branch Park,3
2025-08-23 15:14:01,582 Orange Lot,4
2025-08-23 15:15:02,901 State Fair - Hub,2
2025-08-23 15:15:02,909 Destiny USA,4
2025-08-23 15:15:02,907 Long Branch Park,3
2025-08-23 15:15:02,582 Orange Lot,4
2025-08-23 15:16:01,901 State Fair - Hub,2
2025-08-23 15:16:01,909 Destiny USA,4
2025-08-23 15:16:01,907 Long Branch Park,3
2025-08-23 15:16:01,582 Orange Lot,4
2025-08-23 15:17:01,901 State Fair - Hub,2
2025-08-23 15:17:01,909 Destiny USA,4
2025-08-23 15:17:01,907 Long Branch Park,3
2025-08-23 15:17:01,582 Orange Lot,4
2025-08-23 15:18:01,901 State Fair - Hub,2
2025-08-23 15:18:01,909 Destiny USA,4
2025-08-23 15:18:01,907 Long Branch Park,3
2025-08-23 15:18:01,582 Orange Lot,4
2025-08-23 15:19:01,901 State Fair - Hub,2
2025-08-23 15:19:01,909 Destiny USA,4
2025-08-23 15:19:01,907 Long Branch Park,3
2025-08-23 15:19:01,582 Orange Lot,4
2025-08-23 15:20:01,901 State Fair - Hub,2
2025-08-23 15:20:01,909 Destiny USA,4
2025-08-23 15:20:01,907 Long Branch Park,3
2025-08-23 15:20:01,582 Orange Lot,4
2025-08-23 15:21:01,901 State Fair - Hub,2
2025-08-23 15:21:01,909 Destiny USA,4
2025-08-23 15:21:01,907 Long Branch Park,3
2025-08-23 15:21:01,582 Orange Lot,4
2025-08-23 15:22:01,901 State Fair - Hub,2
2025-08-23 15:22:01,909 Destiny USA,4
2025-08-23 15:22:01,907 Long Branch Park,3
2025-08-23 15:22:01,582 Orange Lot,4
2025-08-23 15:23:02,901 State Fair - Hub,2
2025-08-23 15:23:02,909 Destiny USA,4
2025-08-23 15:23:02,907 Long Branch Park,3
2025-08-23 15:23:02,582 Orange Lot,4
2025-08-23 15:24:01,901 State Fair - Hub,2
2025-08-23 15:24:01,909 Destiny USA,4
2025-08-23 15:24:01,907 Long Branch Park,3
2025-08-23 15:24:01,582 Orange Lot,4
2025-08-23 15:25:01,901 State Fair - Hub,2
2025-08-23 15:25:01,909 Destiny USA,4
2025-08-23 15:25:01,907 Long Branch Park,3
2025-08-23 15:25:01,582 Orange Lot,4
2025-08-23 15:26:01,901 State Fair - Hub,2
2025-08-23 15:26:01,909 Destiny USA,4
2025-08-23 15:26:01,907 Long Branch Park,3
2025-08-23 15:26:01,582 Orange Lot,4
2025-08-23 15:27:01,901 State Fair - Hub,2
2025-08-23 15:27:01,909 Destiny USA,4
2025-08-23 15:27:01,907 Long Branch Park,3
2025-08-23 15:27:01,582 Orange Lot,4
2025-08-23 15:28:01,901 State Fair - Hub,2
2025-08-23 15:28:01,909 Destiny USA,4
2025-08-23 15:28:01,907 Long Branch Park,3
2025-08-23 15:28:01,582 Orange Lot,4
2025-08-23 15:29:01,901 State Fair - Hub,2
2025-08-23 15:29:01,909 Destiny USA,4
2025-08-23 15:29:01,907 Long Branch Park,3
2025-08-23 15:29:01,582 Orange Lot,4
2025-08-23 15:30:01,901 State Fair - Hub,2
2025-08-23 15:30:01,909 Destiny USA,4
2025-08-23 15:30:01,907 Long Branch Park,3
2025-08-23 15:30:01,582 Orange Lot,4
2025-08-23 15:31:01,901 State Fair - Hub,2
2025-08-23 15:31:01,909 Destiny USA,4
2025-08-23 15:31:01,907 Long Branch Park,3
2025-08-23 15:31:01,582 Orange Lot,4
2025-08-23 15:32:01,901 State Fair - Hub,2
2025-08-23 15:32:01,909 Destiny USA,4
2025-08-23 15:32:01,907 Long Branch Park,3
2025-08-23 15:32:01,582 Orange Lot,4
2025-08-23 15:33:01,901 State Fair - Hub,2
2025-08-23 15:33:01,909 Destiny USA,4
2025-08-23 15:33:01,907 Long Branch Park,3
2025-08-23 15:33:01,582 Orange Lot,4
2025-08-23 15:34:02,901 State Fair - Hub,2
2025-08-23 15:34:02,909 Destiny USA,4
2025-08-23 15:34:02,907 Long Branch Park,3
2025-08-23 15:34:02,582 Orange Lot,4
2025-08-23 15:35:01,901 State Fair - Hub,2
2025-08-23 15:35:01,909 Destiny USA,4
2025-08-23 15:35:01,907 Long Branch Park,3
2025-08-23 15:35:01,582 Orange Lot,4
2025-08-23 15:36:01,901 State Fair - Hub,2
2025-08-23 15:36:01,909 Destiny USA,4
2025-08-23 15:36:01,907 Long Branch Park,3
2025-08-23 15:36:01,582 Orange Lot,4
2025-08-23 15:37:01,901 State Fair - Hub,2
2025-08-23 15:37:01,909 Destiny USA,4
2025-08-23 15:37:01,907 Long Branch Park,3
2025-08-23 15:37:01,582 Orange Lot,4
2025-08-23 15:38:01,901 State Fair - Hub,2
2025-08-23 15:38:01,909 Destiny USA,4
2025-08-23 15:38:01,907 Long Branch Park,3
2025-08-23 15:38:01,582 Orange Lot,4
2025-08-23 15:39:02,901 State Fair - Hub,2
2025-08-23 15:39:02,909 Destiny USA,4
2025-08-23 15:39:02,907 Long Branch Park,3
2025-08-23 15:39:02,582 Orange Lot,4
2025-08-23 15:40:01,901 State Fair - Hub,2
2025-08-23 15:40:01,909 Destiny USA,4
2025-08-23 15:40:01,907 Long Branch Park,3
2025-08-23 15:40:01,582 Orange Lot,4
2025-08-23 15:41:01,901 State Fair - Hub,1
2025-08-23 15:41:01,909 Destiny USA,4
2025-08-23 15:41:01,907 Long Branch Park,3
2025-08-23 15:41:01,582 Orange Lot,4
2025-08-23 15:42:01,901 State Fair - Hub,1
2025-08-23 15:42:01,909 Destiny USA,4
2025-08-23 15:42:01,907 Long Branch Park,3
2025-08-23 15:42:01,582 Orange Lot,4
2025-08-23 15:43:01,901 State Fair - Hub,1
2025-08-23 15:43:01,909 Destiny USA,4
