,start_time,end_time,bus_id,route_name,direction
3695,2024-08-23 16:22:02,2024-08-23 16:36:02,2022,909 Destiny USA,Destiny USA-bound
172,2024-08-23 16:23:02,2024-08-23 16:42:02,1630,901 State Fair - Hub,Fairgrounds-bound
2985,2024-08-23 16:24:03,2024-08-23 16:36:02,1906,901 State Fair - Hub,hub-bound
1374,2024-08-23 16:25:01,2024-08-23 16:56:02,1769,909 Destiny USA,Fairgrounds-bound
2198,2024-08-23 16:28:01,2024-08-23 16:39:01,1781,901 State Fair - Hub,hub-bound
570,2024-08-23 16:28:01,2024-08-23 16:38:01,1756,909 Destiny USA,Destiny USA-bound
1734,2024-08-23 16:33:01,2024-08-23 16:49:01,1775,907 Long Branch Park,Long Branch Park-bound
889,2024-08-23 16:34:02,2024-08-23 17:08:02,1762,907 Long Branch Park,Fairgrounds-bound
2986,2024-08-23 16:36:02,2024-08-23 16:58:01,1906,901 State Fair - Hub,Fairgrounds-bound
3696,2024-08-23 16:36:02,2024-08-23 17:17:02,2022,909 Destiny USA,Fairgrounds-bound
571,2024-08-23 16:38:01,2024-08-23 17:28:03,1756,909 Destiny USA,Fairgrounds-bound
2199,2024-08-23 16:39:01,2024-08-23 17:08:02,1781,901 State Fair - Hub,Fairgrounds-bound
433,2024-08-23 16:39:01,2024-08-23 16:52:02,1753,909 Destiny USA,Destiny USA-bound
173,2024-08-23 16:42:02,2024-08-23 16:56:02,1630,901 State Fair - Hub,hub-bound
2489,2024-08-23 16:49:01,2024-08-23 16:58:01,1900,909 Destiny USA,Destiny USA-bound
1735,2024-08-23 16:49:01,2024-08-23 17:22:03,1775,907 Long Branch Park,Fairgrounds-bound
434,2024-08-23 16:52:02,2024-08-23 18:16:01,1753,909 Destiny USA,Fairgrounds-bound
174,2024-08-23 16:56:02,2024-08-23 17:13:01,1630,901 State Fair - Hub,Fairgrounds-bound
1375,2024-08-23 16:56:02,2024-08-23 17:06:02,1769,909 Destiny USA,Destiny USA-bound
2987,2024-08-23 16:58:01,2024-08-23 17:10:01,1906,901 State Fair - Hub,hub-bound
1376,2024-08-23 17:06:02,2024-08-23 17:34:02,1769,909 Destiny USA,Fairgrounds-bound
2200,2024-08-23 17:08:02,2024-08-23 17:34:02,1781,901 State Fair - Hub,hub-bound
890,2024-08-23 17:08:02,2024-08-23 17:23:01,1762,907 Long Branch Park,Long Branch Park-bound
2988,2024-08-23 17:10:01,2024-08-23 17:32:01,1906,901 State Fair - Hub,Fairgrounds-bound
175,2024-08-23 17:13:01,2024-08-23 17:25:01,1630,901 State Fair - Hub,hub-bound
3697,2024-08-23 17:17:02,2024-08-23 17:26:01,2022,909 Destiny USA,Destiny USA-bound
1736,2024-08-23 17:22:03,2024-08-23 17:35:01,1775,907 Long Branch Park,Long Branch Park-bound
891,2024-08-23 17:23:01,2024-08-23 17:53:01,1762,907 Long Branch Park,Fairgrounds-bound
176,2024-08-23 17:25:01,2024-08-23 17:40:02,1630,901 State Fair - Hub,Fairgrounds-bound
3698,2024-08-23 17:26:01,2024-08-23 17:56:02,2022,909 Destiny USA,Fairgrounds-bound
572,2024-08-23 17:28:03,2024-08-23 17:39:01,1756,909 Destiny USA,Destiny USA-bound
2989,2024-08-23 17:32:01,2024-08-23 17:43:01,1906,901 State Fair - Hub,hub-bound
521,2024-08-23 17:32:01,2024-08-23 18:07:02,1755,909 Destiny USA,Fairgrounds-bound
2201,2024-08-23 17:34:02,2024-08-23 17:54:01,1781,901 State Fair - Hub,Fairgrounds-bound
1377,2024-08-23 17:34:02,2024-08-23 17:44:01,1769,909 Destiny USA,Destiny USA-bound
1737,2024-08-23 17:35:01,2024-08-23 18:14:01,1775,907 Long Branch Park,Fairgrounds-bound
573,2024-08-23 17:39:01,2024-08-23 18:11:02,1756,909 Destiny USA,Fairgrounds-bound
177,2024-08-23 17:40:02,2024-08-23 17:54:01,1630,901 State Fair - Hub,hub-bound
2990,2024-08-23 17:43:01,2024-08-23 18:05:01,1906,901 State Fair - Hub,Fairgrounds-bound
1378,2024-08-23 17:44:01,2024-08-23 18:35:03,1769,909 Destiny USA,Fairgrounds-bound
2770,2024-08-23 17:45:02,2024-08-23 18:27:02,1903,909 Destiny USA,Fairgrounds-bound
671,2024-08-23 17:52:01,2024-08-23 18:43:01,1758,909 Destiny USA,Fairgrounds-bound
892,2024-08-23 17:53:01,2024-08-23 18:20:03,1762,907 Long Branch Park,Long Branch Park-bound
2202,2024-08-23 17:54:01,2024-08-23 18:11:02,1781,901 State Fair - Hub,hub-bound
178,2024-08-23 17:54:01,2024-08-23 18:15:01,1630,901 State Fair - Hub,Fairgrounds-bound
3699,2024-08-23 17:56:02,2024-08-23 18:10:02,2022,909 Destiny USA,Destiny USA-bound
3082,2024-08-23 18:02:03,2024-08-23 18:30:05,1907,907 Long Branch Park,Fairgrounds-bound
2991,2024-08-23 18:05:01,2024-08-23 18:17:02,1906,901 State Fair - Hub,hub-bound
522,2024-08-23 18:07:02,2024-08-23 18:23:02,1755,909 Destiny USA,Destiny USA-bound
3700,2024-08-23 18:10:02,2024-08-23 18:51:02,2022,909 Destiny USA,Fairgrounds-bound
2203,2024-08-23 18:11:02,2024-08-23 18:32:01,1781,901 State Fair - Hub,Fairgrounds-bound
574,2024-08-23 18:11:02,2024-08-23 18:23:02,1756,909 Destiny USA,Destiny USA-bound
1738,2024-08-23 18:14:01,2024-08-23 18:29:02,1775,907 Long Branch Park,Long Branch Park-bound
179,2024-08-23 18:15:01,2024-08-23 18:26:02,1630,901 State Fair - Hub,hub-bound
2992,2024-08-23 18:17:02,2024-08-23 18:39:01,1906,901 State Fair - Hub,Fairgrounds-bound
893,2024-08-23 18:20:03,2024-08-23 18:50:01,1762,907 Long Branch Park,Fairgrounds-bound
575,2024-08-23 18:23:02,2024-08-23 19:02:01,1756,909 Destiny USA,Fairgrounds-bound
523,2024-08-23 18:23:02,2024-08-23 18:56:02,1755,909 Destiny USA,Fairgrounds-bound
180,2024-08-23 18:26:02,2024-08-23 18:43:01,1630,901 State Fair - Hub,Fairgrounds-bound
2771,2024-08-23 18:27:02,2024-08-23 18:45:02,1903,909 Destiny USA,Destiny USA-bound
1739,2024-08-23 18:29:02,2024-08-23 19:02:01,1775,907 Long Branch Park,Fairgrounds-bound
3083,2024-08-23 18:30:05,2024-08-23 18:49:02,1907,907 Long Branch Park,Long Branch Park-bound
2204,2024-08-23 18:32:01,2024-08-23 18:42:02,1781,901 State Fair - Hub,hub-bound
1379,2024-08-23 18:35:03,2024-08-23 18:51:02,1769,909 Destiny USA,Destiny USA-bound
2993,2024-08-23 18:39:01,2024-08-23 18:52:03,1906,901 State Fair - Hub,hub-bound
2205,2024-08-23 18:42:02,2024-08-23 18:57:02,1781,901 State Fair - Hub,Fairgrounds-bound
672,2024-08-23 18:43:01,2024-08-23 18:57:02,1758,909 Destiny USA,Destiny USA-bound
181,2024-08-23 18:43:01,2024-08-23 18:55:01,1630,901 State Fair - Hub,hub-bound
2772,2024-08-23 18:45:02,2024-08-23 19:17:01,1903,909 Destiny USA,Fairgrounds-bound
3084,2024-08-23 18:49:02,2024-08-23 19:16:01,1907,907 Long Branch Park,Fairgrounds-bound
894,2024-08-23 18:50:01,2024-08-23 19:12:01,1762,907 Long Branch Park,Long Branch Park-bound
3701,2024-08-23 18:51:02,2024-08-23 19:06:01,2022,909 Destiny USA,Destiny USA-bound
1380,2024-08-23 18:51:02,2024-08-23 19:29:01,1769,909 Destiny USA,Fairgrounds-bound
2994,2024-08-23 18:52:03,2024-08-23 19:14:03,1906,901 State Fair - Hub,Fairgrounds-bound
182,2024-08-23 18:55:01,2024-08-23 19:15:01,1630,901 State Fair - Hub,Fairgrounds-bound
524,2024-08-23 18:56:02,2024-08-23 19:13:03,1755,909 Destiny USA,Destiny USA-bound
673,2024-08-23 18:57:02,2024-08-23 19:23:01,1758,909 Destiny USA,Fairgrounds-bound
2206,2024-08-23 18:57:02,2024-08-23 19:13:03,1781,901 State Fair - Hub,hub-bound
1740,2024-08-23 19:02:01,2024-08-23 19:20:02,1775,907 Long Branch Park,Long Branch Park-bound
576,2024-08-23 19:02:01,2024-08-23 19:16:01,1756,909 Destiny USA,Destiny USA-bound
3702,2024-08-23 19:06:01,2024-08-23 19:40:01,2022,909 Destiny USA,Fairgrounds-bound
895,2024-08-23 19:12:01,2024-08-23 19:37:02,1762,907 Long Branch Park,Fairgrounds-bound
525,2024-08-23 19:13:03,2024-08-23 19:49:02,1755,909 Destiny USA,Fairgrounds-bound
2207,2024-08-23 19:13:03,2024-08-23 19:34:01,1781,901 State Fair - Hub,Fairgrounds-bound
2995,2024-08-23 19:14:03,2024-08-23 19:25:01,1906,901 State Fair - Hub,hub-bound
183,2024-08-23 19:15:01,2024-08-23 19:31:01,1630,901 State Fair - Hub,hub-bound
577,2024-08-23 19:16:01,2024-08-23 19:54:02,1756,909 Destiny USA,Fairgrounds-bound
3085,2024-08-23 19:16:01,2024-08-23 19:35:03,1907,907 Long Branch Park,Long Branch Park-bound
2773,2024-08-23 19:17:01,2024-08-23 19:31:01,1903,909 Destiny USA,Destiny USA-bound
1741,2024-08-23 19:20:02,2024-08-23 19:46:02,1775,907 Long Branch Park,Fairgrounds-bound
674,2024-08-23 19:23:01,2024-08-23 19:36:01,1758,909 Destiny USA,Destiny USA-bound
2996,2024-08-23 19:25:01,2024-08-23 19:43:01,1906,901 State Fair - Hub,Fairgrounds-bound
1381,2024-08-23 19:29:01,2024-08-23 19:42:03,1769,909 Destiny USA,Destiny USA-bound
184,2024-08-23 19:31:01,2024-08-23 19:49:02,1630,901 State Fair - Hub,Fairgrounds-bound
2774,2024-08-23 19:31:01,2024-08-23 20:01:03,1903,909 Destiny USA,Fairgrounds-bound
2208,2024-08-23 19:34:01,2024-08-23 19:51:01,1781,901 State Fair - Hub,hub-bound
3086,2024-08-23 19:35:03,2024-08-23 19:58:02,1907,907 Long Branch Park,Fairgrounds-bound
675,2024-08-23 19:36:01,2024-08-23 20:09:01,1758,909 Destiny USA,Fairgrounds-bound
896,2024-08-23 19:37:02,2024-08-23 20:01:03,1762,907 Long Branch Park,Long Branch Park-bound
3703,2024-08-23 19:40:01,2024-08-23 19:50:02,2022,909 Destiny USA,Destiny USA-bound
1382,2024-08-23 19:42:03,2024-08-23 20:17:02,1769,909 Destiny USA,Fairgrounds-bound
2997,2024-08-23 19:43:01,2024-08-23 19:57:02,1906,901 State Fair - Hub,hub-bound
1742,2024-08-23 19:46:02,2024-08-23 20:05:01,1775,907 Long Branch Park,Long Branch Park-bound
526,2024-08-23 19:49:02,2024-08-23 20:04:02,1755,909 Destiny USA,Destiny USA-bound
185,2024-08-23 19:49:02,2024-08-23 20:02:01,1630,901 State Fair - Hub,hub-bound
3704,2024-08-23 19:50:02,2024-08-23 20:26:01,2022,909 Destiny USA,Fairgrounds-bound
2209,2024-08-23 19:51:01,2024-08-23 20:27:03,1781,901 State Fair - Hub,Fairgrounds-bound
578,2024-08-23 19:54:02,2024-08-23 20:11:01,1756,909 Destiny USA,Destiny USA-bound
2998,2024-08-23 19:57:02,2024-08-23 20:13:02,1906,901 State Fair - Hub,Fairgrounds-bound
3087,2024-08-23 19:58:02,2024-08-23 20:16:02,1907,907 Long Branch Park,Long Branch Park-bound
897,2024-08-23 20:01:03,2024-08-23 20:24:02,1762,907 Long Branch Park,Fairgrounds-bound
2775,2024-08-23 20:01:03,2024-08-23 20:19:01,1903,909 Destiny USA,Destiny USA-bound
186,2024-08-23 20:02:01,2024-08-23 20:18:01,1630,901 State Fair - Hub,Fairgrounds-bound
527,2024-08-23 20:04:02,2024-08-23 20:34:01,1755,909 Destiny USA,Fairgrounds-bound
1743,2024-08-23 20:05:01,2024-08-23 20:26:01,1775,907 Long Branch Park,Fairgrounds-bound
676,2024-08-23 20:09:01,2024-08-23 20:24:02,1758,909 Destiny USA,Destiny USA-bound
579,2024-08-23 20:11:01,2024-08-23 20:37:02,1756,909 Destiny USA,Fairgrounds-bound
2999,2024-08-23 20:13:02,2024-08-23 20:30:01,1906,901 State Fair - Hub,hub-bound
3088,2024-08-23 20:16:02,2024-08-23 20:31:01,1907,907 Long Branch Park,Fairgrounds-bound
1383,2024-08-23 20:17:02,2024-08-23 20:31:01,1769,909 Destiny USA,Destiny USA-bound
187,2024-08-23 20:18:01,2024-08-23 20:30:01,1630,901 State Fair - Hub,hub-bound
2776,2024-08-23 20:19:01,2024-08-23 20:47:01,1903,909 Destiny USA,Fairgrounds-bound
677,2024-08-23 20:24:02,2024-08-23 20:53:02,1758,909 Destiny USA,Fairgrounds-bound
898,2024-08-23 20:24:02,2024-08-23 20:44:02,1762,907 Long Branch Park,Long Branch Park-bound
3705,2024-08-23 20:26:01,2024-08-23 20:42:02,2022,909 Destiny USA,Destiny USA-bound
1744,2024-08-23 20:26:01,2024-08-23 20:47:01,1775,907 Long Branch Park,Long Branch Park-bound
2210,2024-08-23 20:27:03,2024-08-23 20:44:02,1781,901 State Fair - Hub,hub-bound
3360,2024-08-23 20:27:03,2024-08-23 20:41:01,2020,901 State Fair - Hub,Fairgrounds-bound
3000,2024-08-23 20:30:01,2024-08-23 20:47:01,1906,901 State Fair - Hub,Fairgrounds-bound
1384,2024-08-23 20:31:01,2024-08-23 21:04:03,1769,909 Destiny USA,Fairgrounds-bound
528,2024-08-23 20:34:01,2024-08-23 20:49:01,1755,909 Destiny USA,Destiny USA-bound
580,2024-08-23 20:37:02,2024-08-23 20:52:02,1756,909 Destiny USA,Destiny USA-bound
3361,2024-08-23 20:41:01,2024-08-23 20:59:01,2020,901 State Fair - Hub,hub-bound
3706,2024-08-23 20:42:02,2024-08-23 21:10:02,2022,909 Destiny USA,Fairgrounds-bound
2211,2024-08-23 20:44:02,2024-08-23 20:58:02,1781,901 State Fair - Hub,Fairgrounds-bound
899,2024-08-23 20:44:02,2024-08-23 21:08:02,1762,907 Long Branch Park,Fairgrounds-bound
3001,2024-08-23 20:47:01,2024-08-23 21:01:02,1906,901 State Fair - Hub,hub-bound
2777,2024-08-23 20:47:01,2024-08-23 21:02:01,1903,909 Destiny USA,Destiny USA-bound
1745,2024-08-23 20:47:01,2024-08-23 21:18:02,1775,907 Long Branch Park,Fairgrounds-bound
529,2024-08-23 20:49:01,2024-08-23 21:22:02,1755,909 Destiny USA,Fairgrounds-bound
581,2024-08-23 20:52:02,2024-08-24 00:23:02,1756,909 Destiny USA,Fairgrounds-bound
678,2024-08-23 20:53:02,2024-08-23 21:07:02,1758,909 Destiny USA,Destiny USA-bound
2212,2024-08-23 20:58:02,2024-08-23 21:11:01,1781,901 State Fair - Hub,hub-bound
3362,2024-08-23 20:59:01,2024-08-23 21:20:01,2020,901 State Fair - Hub,Fairgrounds-bound
2778,2024-08-23 21:02:01,2024-08-24 00:15:02,1903,909 Destiny USA,Fairgrounds-bound
1883,2024-08-23 21:03:02,2024-08-23 21:12:02,1777,901 State Fair - Hub,Fairgrounds-bound
1385,2024-08-23 21:04:03,2024-08-23 21:20:01,1769,909 Destiny USA,Destiny USA-bound
2490,2024-08-23 21:05:00,2024-08-23 21:21:02,1900,909 Destiny USA,Fairgrounds-bound
679,2024-08-23 21:07:02,2024-08-23 21:41:01,1758,909 Destiny USA,Fairgrounds-bound
4198,2024-08-23 21:07:02,2024-08-23 21:32:00,2237,909 Destiny USA,Fairgrounds-bound
900,2024-08-23 21:08:02,2024-08-23 21:31:02,1762,907 Long Branch Park,Long Branch Park-bound
3707,2024-08-23 21:10:02,2024-08-23 21:23:01,2022,909 Destiny USA,Destiny USA-bound
2213,2024-08-23 21:11:01,2024-08-23 21:26:03,1781,901 State Fair - Hub,Fairgrounds-bound
1884,2024-08-23 21:12:02,2024-08-23 21:28:01,1777,901 State Fair - Hub,hub-bound
1746,2024-08-23 21:18:02,2024-08-23 21:34:01,1775,907 Long Branch Park,Long Branch Park-bound
3363,2024-08-23 21:20:01,2024-08-23 21:37:02,2020,901 State Fair - Hub,hub-bound
1386,2024-08-23 21:20:01,2024-08-23 23:20:01,1769,909 Destiny USA,Fairgrounds-bound
530,2024-08-23 21:22:02,2024-08-23 21:39:02,1755,909 Destiny USA,Destiny USA-bound
3708,2024-08-23 21:23:01,2024-08-23 21:56:01,2022,909 Destiny USA,Fairgrounds-bound
2214,2024-08-23 21:26:03,2024-08-23 21:41:01,1781,901 State Fair - Hub,hub-bound
1885,2024-08-23 21:28:01,2024-08-23 21:49:02,1777,901 State Fair - Hub,Fairgrounds-bound
693,2024-08-23 21:29:01,2024-08-23 22:04:01,1759,909 Destiny USA,Fairgrounds-bound
901,2024-08-23 21:31:02,2024-08-23 21:56:01,1762,907 Long Branch Park,Fairgrounds-bound
4199,2024-08-23 21:32:00,2024-08-23 21:49:02,2237,909 Destiny USA,Destiny USA-bound
1747,2024-08-23 21:34:01,2024-08-23 22:10:02,1775,907 Long Branch Park,Fairgrounds-bound
3364,2024-08-23 21:37:02,2024-08-23 21:58:01,2020,901 State Fair - Hub,Fairgrounds-bound
531,2024-08-23 21:39:02,2024-08-23 22:12:01,1755,909 Destiny USA,Fairgrounds-bound
680,2024-08-23 21:41:01,2024-08-23 21:54:02,1758,909 Destiny USA,Destiny USA-bound
2215,2024-08-23 21:41:01,2024-08-23 21:53:02,1781,901 State Fair - Hub,Fairgrounds-bound
4200,2024-08-23 21:49:02,2024-08-23 22:24:00,2237,909 Destiny USA,Fairgrounds-bound
1886,2024-08-23 21:49:02,2024-08-23 22:08:02,1777,901 State Fair - Hub,hub-bound
2216,2024-08-23 21:53:02,2024-08-23 22:10:02,1781,901 State Fair - Hub,hub-bound
681,2024-08-23 21:54:02,2024-08-23 22:34:02,1758,909 Destiny USA,Fairgrounds-bound
3709,2024-08-23 21:56:01,2024-08-23 22:11:01,2022,909 Destiny USA,Destiny USA-bound
902,2024-08-23 21:56:01,2024-08-23 22:14:01,1762,907 Long Branch Park,Long Branch Park-bound
3365,2024-08-23 21:58:01,2024-08-23 22:19:02,2020,901 State Fair - Hub,hub-bound
1187,2024-08-23 22:03:02,2024-08-24 00:12:03,1767,901 State Fair - Hub,Fairgrounds-bound
694,2024-08-23 22:04:01,2024-08-23 22:22:02,1759,909 Destiny USA,Destiny USA-bound
1887,2024-08-23 22:08:02,2024-08-23 22:26:02,1777,901 State Fair - Hub,Fairgrounds-bound
1748,2024-08-23 22:10:02,2024-08-23 22:27:02,1775,907 Long Branch Park,Long Branch Park-bound
2217,2024-08-23 22:10:02,2024-08-23 22:22:02,1781,901 State Fair - Hub,Fairgrounds-bound
3710,2024-08-23 22:11:01,2024-08-23 22:49:01,2022,909 Destiny USA,Fairgrounds-bound
532,2024-08-23 22:12:01,2024-08-23 22:28:03,1755,909 Destiny USA,Destiny USA-bound
903,2024-08-23 22:14:01,2024-08-23 22:35:01,1762,907 Long Branch Park,Fairgrounds-bound
3366,2024-08-23 22:19:02,2024-08-23 22:44:00,2020,901 State Fair - Hub,Fairgrounds-bound
2218,2024-08-23 22:22:02,2024-08-23 22:36:02,1781,901 State Fair - Hub,hub-bound
695,2024-08-23 22:22:02,2024-08-23 23:01:02,1759,909 Destiny USA,Fairgrounds-bound
4201,2024-08-23 22:24:00,2024-08-23 22:42:03,2237,909 Destiny USA,Destiny USA-bound
1888,2024-08-23 22:26:02,2024-08-23 22:41:02,1777,901 State Fair - Hub,hub-bound
1749,2024-08-23 22:27:02,2024-08-23 22:45:01,1775,907 Long Branch Park,Fairgrounds-bound
533,2024-08-23 22:28:03,2024-08-23 23:06:03,1755,909 Destiny USA,Fairgrounds-bound
682,2024-08-23 22:34:02,2024-08-23 22:50:02,1758,909 Destiny USA,Destiny USA-bound
904,2024-08-23 22:35:01,2024-08-23 22:53:02,1762,907 Long Branch Park,Long Branch Park-bound
2219,2024-08-23 22:36:02,2024-08-23 22:57:02,1781,901 State Fair - Hub,Fairgrounds-bound
1889,2024-08-23 22:41:02,2024-08-23 23:04:01,1777,901 State Fair - Hub,Fairgrounds-bound
4202,2024-08-23 22:42:03,2024-08-23 23:13:01,2237,909 Destiny USA,Fairgrounds-bound
3367,2024-08-23 22:44:00,2024-08-23 23:08:02,2020,901 State Fair - Hub,hub-bound
1750,2024-08-23 22:45:01,2024-08-23 23:04:01,1775,907 Long Branch Park,Long Branch Park-bound
3711,2024-08-23 22:49:01,2024-08-23 23:08:02,2022,909 Destiny USA,Destiny USA-bound
683,2024-08-23 22:50:02,2024-08-23 23:17:03,1758,909 Destiny USA,Fairgrounds-bound
905,2024-08-23 22:53:02,2024-08-23 23:06:03,1762,907 Long Branch Park,Fairgrounds-bound
2220,2024-08-23 22:57:02,2024-08-23 23:10:02,1781,901 State Fair - Hub,hub-bound
2009,2024-08-23 22:58:02,2024-08-23 23:16:02,1779,907 Long Branch Park,Fairgrounds-bound
696,2024-08-23 23:01:02,2024-08-23 23:18:03,1759,909 Destiny USA,Destiny USA-bound
1890,2024-08-23 23:04:01,2024-08-23 23:23:02,1777,901 State Fair - Hub,hub-bound
1751,2024-08-23 23:04:01,2024-08-23 23:18:03,1775,907 Long Branch Park,Fairgrounds-bound
534,2024-08-23 23:06:03,2024-08-23 23:26:01,1755,909 Destiny USA,Destiny USA-bound
3712,2024-08-23 23:08:02,2024-08-23 23:30:04,2022,909 Destiny USA,Fairgrounds-bound
3368,2024-08-23 23:08:02,2024-08-23 23:23:02,2020,901 State Fair - Hub,Fairgrounds-bound
2221,2024-08-23 23:10:02,2024-08-23 23:24:01,1781,901 State Fair - Hub,Fairgrounds-bound
4203,2024-08-23 23:13:01,2024-08-23 23:28:02,2237,909 Destiny USA,Destiny USA-bound
2010,2024-08-23 23:16:02,2024-08-23 23:37:01,1779,907 Long Branch Park,Long Branch Park-bound
684,2024-08-23 23:17:03,2024-08-23 23:33:01,1758,909 Destiny USA,Destiny USA-bound
697,2024-08-23 23:18:03,2024-08-23 23:37:01,1759,909 Destiny USA,Fairgrounds-bound
3369,2024-08-23 23:23:02,2024-08-23 23:43:01,2020,901 State Fair - Hub,hub-bound
1387,2024-08-23 23:23:02,2024-08-23 23:39:02,1769,907 Long Branch Park,Long Branch Park-bound
1891,2024-08-23 23:23:02,2024-08-23 23:48:02,1777,901 State Fair - Hub,Fairgrounds-bound
2222,2024-08-23 23:24:01,2024-08-23 23:49:01,1781,901 State Fair - Hub,hub-bound
4204,2024-08-23 23:28:02,2024-08-23 23:46:02,2237,909 Destiny USA,Fairgrounds-bound
3713,2024-08-23 23:30:04,2024-08-23 23:46:02,2022,909 Destiny USA,Destiny USA-bound
685,2024-08-23 23:33:01,2024-08-23 23:51:02,1758,909 Destiny USA,Fairgrounds-bound
2011,2024-08-23 23:37:01,2024-08-23 23:52:02,1779,907 Long Branch Park,Fairgrounds-bound
698,2024-08-23 23:37:01,2024-08-23 23:54:01,1759,909 Destiny USA,Destiny USA-bound
1388,2024-08-23 23:39:02,2024-08-23 23:57:03,1769,907 Long Branch Park,Fairgrounds-bound
4205,2024-08-23 23:46:02,2024-08-23 23:59:01,2237,909 Destiny USA,Destiny USA-bound
3714,2024-08-23 23:46:02,2024-08-24 00:02:01,2022,909 Destiny USA,Fairgrounds-bound
1892,2024-08-23 23:48:02,2024-08-24 00:02:01,1777,901 State Fair - Hub,hub-bound
3966,2024-08-23 23:49:01,2024-08-23 23:57:03,2233,909 Destiny USA,Fairgrounds-bound
686,2024-08-23 23:51:02,2024-08-24 00:07:02,1758,909 Destiny USA,Destiny USA-bound
2012,2024-08-23 23:52:02,2024-08-24 00:11:02,1779,907 Long Branch Park,Long Branch Park-bound
699,2024-08-23 23:54:01,2024-08-24 00:08:02,1759,909 Destiny USA,Fairgrounds-bound
3089,2024-08-23 23:56:00,2024-08-24 00:08:02,1907,901 State Fair - Hub,Fairgrounds-bound
3967,2024-08-23 23:57:03,2024-08-24 00:13:01,2233,909 Destiny USA,Destiny USA-bound
1389,2024-08-23 23:57:03,2024-08-24 00:23:02,1769,907 Long Branch Park,Long Branch Park-bound
4206,2024-08-23 23:59:01,2024-08-24 00:15:02,2237,909 Destiny USA,Fairgrounds-bound
3715,2024-08-24 00:02:01,2024-08-24 00:09:02,2022,909 Destiny USA,Destiny USA-bound
687,2024-08-24 00:07:02,2024-08-24 00:22:02,1758,909 Destiny USA,Fairgrounds-bound
700,2024-08-24 00:08:02,2024-08-24 00:22:02,1759,909 Destiny USA,Destiny USA-bound
3090,2024-08-24 00:08:02,2024-08-24 00:32:03,1907,901 State Fair - Hub,hub-bound
2013,2024-08-24 00:11:02,2024-08-24 00:35:03,1779,907 Long Branch Park,Fairgrounds-bound
3968,2024-08-24 00:13:01,2024-08-24 00:40:02,2233,909 Destiny USA,Fairgrounds-bound
4207,2024-08-24 00:15:02,2024-08-24 00:24:00,2237,909 Destiny USA,Destiny USA-bound
435,2024-08-24 00:16:01,2024-08-24 00:27:01,1753,909 Destiny USA,Fairgrounds-bound
688,2024-08-24 00:22:02,2024-08-24 00:31:02,1758,909 Destiny USA,Destiny USA-bound
1390,2024-08-24 00:23:02,2024-08-24 00:40:02,1769,907 Long Branch Park,Fairgrounds-bound
582,2024-08-24 00:23:02,2024-08-24 00:37:02,1756,909 Destiny USA,Destiny USA-bound
436,2024-08-24 00:27:01,2024-08-24 00:43:01,1753,909 Destiny USA,Destiny USA-bound
1752,2024-08-24 00:27:01,2024-08-24 00:41:01,1775,909 Destiny USA,Fairgrounds-bound
689,2024-08-24 00:31:02,2024-08-24 01:38:02,1758,909 Destiny USA,Fairgrounds-bound
3091,2024-08-24 00:32:03,2024-08-24 00:44:01,1907,901 State Fair - Hub,Fairgrounds-bound
2014,2024-08-24 00:35:03,2024-08-24 00:56:02,1779,907 Long Branch Park,Long Branch Park-bound
583,2024-08-24 00:37:02,2024-08-24 00:48:01,1756,909 Destiny USA,Fairgrounds-bound
1391,2024-08-24 00:40:02,2024-08-24 01:02:01,1769,907 Long Branch Park,Long Branch Park-bound
3969,2024-08-24 00:40:02,2024-08-24 00:55:02,2233,909 Destiny USA,Destiny USA-bound
1753,2024-08-24 00:41:01,2024-08-24 01:03:01,1775,909 Destiny USA,Destiny USA-bound
437,2024-08-24 00:43:01,2024-08-24 00:53:01,1753,909 Destiny USA,Fairgrounds-bound
3092,2024-08-24 00:44:01,2024-08-24 01:05:01,1907,901 State Fair - Hub,hub-bound
584,2024-08-24 00:48:01,2024-08-24 01:08:01,1756,909 Destiny USA,Destiny USA-bound
438,2024-08-24 00:53:01,2024-08-24 01:18:02,1753,909 Destiny USA,Destiny USA-bound
3970,2024-08-24 00:55:02,2024-08-24 01:16:02,2233,909 Destiny USA,Fairgrounds-bound
2015,2024-08-24 00:56:02,2024-08-24 01:11:01,1779,907 Long Branch Park,Fairgrounds-bound
1392,2024-08-24 01:02:01,2024-08-24 01:19:02,1769,907 Long Branch Park,Fairgrounds-bound
1754,2024-08-24 01:03:01,2024-08-24 01:12:01,1775,909 Destiny USA,Fairgrounds-bound
3093,2024-08-24 01:05:01,2024-08-24 01:21:01,1907,901 State Fair - Hub,Fairgrounds-bound
585,2024-08-24 01:08:01,2024-08-24 01:23:01,1756,909 Destiny USA,Fairgrounds-bound
2016,2024-08-24 01:11:01,2024-08-24 01:28:01,1779,907 Long Branch Park,Long Branch Park-bound
1755,2024-08-24 01:12:01,2024-08-24 01:31:02,1775,909 Destiny USA,Destiny USA-bound
3971,2024-08-24 01:16:02,2024-08-24 01:33:01,2233,909 Destiny USA,Destiny USA-bound
439,2024-08-24 01:18:02,2024-08-24 01:28:01,1753,909 Destiny USA,Fairgrounds-bound
1393,2024-08-24 01:19:02,2024-08-24 01:49:02,1769,907 Long Branch Park,Long Branch Park-bound
3094,2024-08-24 01:21:01,2024-08-24 01:40:03,1907,901 State Fair - Hub,hub-bound
