,start_time,end_time,bus_id,route_name,direction
4225,2024-08-31 14:33:03,2024-08-31 15:13:02,2237,909 Destiny USA,Fairgrounds-bound
2669,2024-08-31 14:36:01,2024-08-31 15:01:02,1901,907 Long Branch Park,Fairgrounds-bound
2532,2024-08-31 14:36:01,2024-08-31 14:49:01,1900,907 Long Branch Park,Long Branch Park-bound
3606,2024-08-31 14:38:01,2024-08-31 14:55:02,2021,901 State Fair - Hub,Fairgrounds-bound
1309,2024-08-31 14:42:01,2024-08-31 15:25:02,1768,909 Destiny USA,Fairgrounds-bound
2872,2024-08-31 14:42:01,2024-08-31 14:51:02,1903,909 Destiny USA,Destiny USA-bound
2533,2024-08-31 14:49:01,2024-08-31 15:17:01,1900,907 Long Branch Park,Fairgrounds-bound
2873,2024-08-31 14:51:02,2024-08-31 15:32:02,1903,909 Destiny USA,Fairgrounds-bound
3607,2024-08-31 14:55:02,2024-08-31 15:04:02,2021,901 State Fair - Hub,hub-bound
1933,2024-08-31 15:00:01,2024-08-31 15:09:02,1777,909 Destiny USA,Destiny USA-bound
2670,2024-08-31 15:01:02,2024-08-31 15:12:02,1901,907 Long Branch Park,Long Branch Park-bound
312,2024-08-31 15:01:02,2024-08-31 15:06:02,1751,907 Long Branch Park,Long Branch Park-bound
3608,2024-08-31 15:04:02,2024-08-31 15:25:02,2021,901 State Fair - Hub,Fairgrounds-bound
313,2024-08-31 15:06:02,2024-08-31 15:33:01,1751,907 Long Branch Park,Fairgrounds-bound
1934,2024-08-31 15:09:02,2024-08-31 15:46:01,1777,909 Destiny USA,Fairgrounds-bound
2301,2024-08-31 15:10:01,2024-08-31 16:14:02,1781,909 Destiny USA,Fairgrounds-bound
2671,2024-08-31 15:12:02,2024-08-31 15:38:01,1901,907 Long Branch Park,Fairgrounds-bound
4226,2024-08-31 15:13:02,2024-08-31 15:23:02,2237,909 Destiny USA,Destiny USA-bound
2534,2024-08-31 15:17:01,2024-08-31 15:28:02,1900,907 Long Branch Park,Long Branch Park-bound
4227,2024-08-31 15:23:02,2024-08-31 15:56:03,2237,909 Destiny USA,Fairgrounds-bound
1310,2024-08-31 15:25:02,2024-08-31 15:33:01,1768,909 Destiny USA,Destiny USA-bound
3609,2024-08-31 15:25:02,2024-08-31 15:38:01,2021,901 State Fair - Hub,hub-bound
2535,2024-08-31 15:28:02,2024-08-31 15:57:02,1900,907 Long Branch Park,Fairgrounds-bound
2874,2024-08-31 15:32:02,2024-08-31 15:41:01,1903,909 Destiny USA,Destiny USA-bound
314,2024-08-31 15:33:01,2024-08-31 15:48:01,1751,907 Long Branch Park,Long Branch Park-bound
1311,2024-08-31 15:33:01,2024-08-31 16:04:01,1768,909 Destiny USA,Fairgrounds-bound
793,2024-08-31 15:34:02,2024-08-31 15:58:02,1759,901 State Fair - Hub,Fairgrounds-bound
399,2024-08-31 15:35:02,2024-08-31 15:45:04,1752,901 State Fair - Hub,Fairgrounds-bound
2672,2024-08-31 15:38:01,2024-08-31 15:51:01,1901,907 Long Branch Park,Long Branch Park-bound
3610,2024-08-31 15:38:01,2024-08-31 15:53:01,2021,901 State Fair - Hub,Fairgrounds-bound
2875,2024-08-31 15:41:01,2024-08-31 16:12:02,1903,909 Destiny USA,Fairgrounds-bound
400,2024-08-31 15:45:04,2024-08-31 15:59:03,1752,901 State Fair - Hub,hub-bound
1935,2024-08-31 15:46:01,2024-08-31 15:57:02,1777,909 Destiny USA,Destiny USA-bound
315,2024-08-31 15:48:01,2024-08-31 16:09:01,1751,907 Long Branch Park,Fairgrounds-bound
2673,2024-08-31 15:51:01,2024-08-31 16:19:02,1901,907 Long Branch Park,Fairgrounds-bound
3611,2024-08-31 15:53:01,2024-08-31 16:07:01,2021,901 State Fair - Hub,hub-bound
4228,2024-08-31 15:56:03,2024-08-31 16:11:02,2237,909 Destiny USA,Destiny USA-bound
2536,2024-08-31 15:57:02,2024-08-31 16:09:01,1900,907 Long Branch Park,Long Branch Park-bound
1936,2024-08-31 15:57:02,2024-08-31 16:24:02,1777,909 Destiny USA,Fairgrounds-bound
794,2024-08-31 15:58:02,2024-08-31 16:53:00,1759,901 State Fair - Hub,hub-bound
401,2024-08-31 15:59:03,2024-08-31 16:21:01,1752,901 State Fair - Hub,Fairgrounds-bound
1312,2024-08-31 16:04:01,2024-08-31 16:18:02,1768,909 Destiny USA,Destiny USA-bound
134,2024-08-31 16:06:02,2024-08-31 16:31:02,1626,909 Destiny USA,Fairgrounds-bound
3612,2024-08-31 16:07:01,2024-08-31 16:32:02,2021,901 State Fair - Hub,Fairgrounds-bound
316,2024-08-31 16:09:01,2024-08-31 16:26:01,1751,907 Long Branch Park,Long Branch Park-bound
2537,2024-08-31 16:09:01,2024-08-31 16:35:01,1900,907 Long Branch Park,Fairgrounds-bound
4229,2024-08-31 16:11:02,2024-08-31 16:41:02,2237,909 Destiny USA,Fairgrounds-bound
2876,2024-08-31 16:12:02,2024-08-31 16:20:01,1903,909 Destiny USA,Destiny USA-bound
1313,2024-08-31 16:18:02,2024-08-31 16:46:01,1768,909 Destiny USA,Fairgrounds-bound
2674,2024-08-31 16:19:02,2024-08-31 16:38:02,1901,907 Long Branch Park,Long Branch Park-bound
2302,2024-08-31 16:19:02,2024-08-31 16:28:02,1781,901 State Fair - Hub,hub-bound
2877,2024-08-31 16:20:01,2024-08-31 16:57:03,1903,909 Destiny USA,Fairgrounds-bound
402,2024-08-31 16:21:01,2024-08-31 16:34:02,1752,901 State Fair - Hub,hub-bound
1937,2024-08-31 16:24:02,2024-08-31 16:33:03,1777,909 Destiny USA,Destiny USA-bound
1549,2024-08-31 16:25:03,2024-08-31 16:36:01,1771,909 Destiny USA,Destiny USA-bound
317,2024-08-31 16:26:01,2024-08-31 16:50:01,1751,907 Long Branch Park,Fairgrounds-bound
2303,2024-08-31 16:28:02,2024-08-31 16:45:04,1781,901 State Fair - Hub,Fairgrounds-bound
135,2024-08-31 16:31:02,2024-08-31 16:42:03,1626,909 Destiny USA,Destiny USA-bound
3613,2024-08-31 16:32:02,2024-08-31 16:42:03,2021,901 State Fair - Hub,hub-bound
1938,2024-08-31 16:33:03,2024-08-31 17:02:01,1777,909 Destiny USA,Fairgrounds-bound
403,2024-08-31 16:34:02,2024-08-31 16:52:01,1752,901 State Fair - Hub,Fairgrounds-bound
2538,2024-08-31 16:35:01,2024-08-31 16:47:02,1900,907 Long Branch Park,Long Branch Park-bound
1703,2024-08-31 16:36:01,2024-08-31 17:12:02,1774,909 Destiny USA,Fairgrounds-bound
1550,2024-08-31 16:36:01,2024-08-31 17:10:01,1771,909 Destiny USA,Fairgrounds-bound
2675,2024-08-31 16:38:02,2024-08-31 16:58:02,1901,907 Long Branch Park,Fairgrounds-bound
4230,2024-08-31 16:41:02,2024-08-31 16:53:00,2237,909 Destiny USA,Destiny USA-bound
136,2024-08-31 16:42:03,2024-08-31 17:21:01,1626,909 Destiny USA,Fairgrounds-bound
2304,2024-08-31 16:45:04,2024-08-31 16:58:02,1781,901 State Fair - Hub,hub-bound
1314,2024-08-31 16:46:01,2024-08-31 16:58:02,1768,909 Destiny USA,Destiny USA-bound
2539,2024-08-31 16:47:02,2024-08-31 17:16:01,1900,907 Long Branch Park,Fairgrounds-bound
318,2024-08-31 16:50:01,2024-08-31 17:05:02,1751,907 Long Branch Park,Long Branch Park-bound
404,2024-08-31 16:52:01,2024-08-31 17:05:02,1752,901 State Fair - Hub,hub-bound
4231,2024-08-31 16:53:00,2024-08-31 17:28:02,2237,909 Destiny USA,Fairgrounds-bound
795,2024-08-31 16:53:00,2024-08-31 18:53:01,1759,901 State Fair - Hub,Fairgrounds-bound
2878,2024-08-31 16:57:03,2024-08-31 17:08:02,1903,909 Destiny USA,Destiny USA-bound
2676,2024-08-31 16:58:02,2024-08-31 17:12:02,1901,907 Long Branch Park,Long Branch Park-bound
1315,2024-08-31 16:58:02,2024-08-31 17:31:02,1768,909 Destiny USA,Fairgrounds-bound
2305,2024-08-31 16:58:02,2024-08-31 17:24:01,1781,901 State Fair - Hub,Fairgrounds-bound
1939,2024-08-31 17:02:01,2024-08-31 17:11:01,1777,909 Destiny USA,Destiny USA-bound
319,2024-08-31 17:05:02,2024-08-31 17:29:01,1751,907 Long Branch Park,Fairgrounds-bound
405,2024-08-31 17:05:02,2024-08-31 17:35:02,1752,901 State Fair - Hub,Fairgrounds-bound
2879,2024-08-31 17:08:02,2024-08-31 17:44:01,1903,909 Destiny USA,Fairgrounds-bound
1551,2024-08-31 17:10:01,2024-08-31 17:22:02,1771,909 Destiny USA,Destiny USA-bound
2677,2024-08-31 17:12:02,2024-08-31 17:40:02,1901,907 Long Branch Park,Fairgrounds-bound
1704,2024-08-31 17:12:02,2024-08-31 17:27:01,1774,909 Destiny USA,Destiny USA-bound
2540,2024-08-31 17:16:01,2024-08-31 17:29:01,1900,907 Long Branch Park,Long Branch Park-bound
137,2024-08-31 17:21:01,2024-08-31 17:33:02,1626,909 Destiny USA,Destiny USA-bound
1552,2024-08-31 17:22:02,2024-08-31 17:52:02,1771,909 Destiny USA,Fairgrounds-bound
2306,2024-08-31 17:24:01,2024-08-31 17:38:02,1781,901 State Fair - Hub,hub-bound
1705,2024-08-31 17:27:01,2024-08-31 17:52:02,1774,909 Destiny USA,Fairgrounds-bound
4232,2024-08-31 17:28:02,2024-08-31 17:40:02,2237,909 Destiny USA,Destiny USA-bound
2541,2024-08-31 17:29:01,2024-08-31 17:56:02,1900,907 Long Branch Park,Fairgrounds-bound
320,2024-08-31 17:29:01,2024-08-31 17:44:01,1751,907 Long Branch Park,Long Branch Park-bound
1316,2024-08-31 17:31:02,2024-08-31 17:40:02,1768,909 Destiny USA,Destiny USA-bound
138,2024-08-31 17:33:02,2024-08-31 18:00:04,1626,909 Destiny USA,Fairgrounds-bound
406,2024-08-31 17:35:02,2024-08-31 17:47:01,1752,901 State Fair - Hub,hub-bound
2307,2024-08-31 17:38:02,2024-08-31 18:17:01,1781,901 State Fair - Hub,Fairgrounds-bound
1317,2024-08-31 17:40:02,2024-08-31 18:17:01,1768,909 Destiny USA,Fairgrounds-bound
2678,2024-08-31 17:40:02,2024-08-31 17:53:00,1901,907 Long Branch Park,Long Branch Park-bound
4233,2024-08-31 17:40:02,2024-08-31 18:25:04,2237,909 Destiny USA,Fairgrounds-bound
3175,2024-08-31 17:42:02,2024-08-31 18:06:03,1909,909 Destiny USA,Fairgrounds-bound
2880,2024-08-31 17:44:01,2024-08-31 17:55:02,1903,909 Destiny USA,Destiny USA-bound
321,2024-08-31 17:44:01,2024-08-31 18:08:02,1751,907 Long Branch Park,Fairgrounds-bound
407,2024-08-31 17:47:01,2024-08-31 18:11:02,1752,901 State Fair - Hub,Fairgrounds-bound
1706,2024-08-31 17:52:02,2024-08-31 18:07:01,1774,909 Destiny USA,Destiny USA-bound
1553,2024-08-31 17:52:02,2024-08-31 18:04:01,1771,909 Destiny USA,Destiny USA-bound
2679,2024-08-31 17:53:00,2024-08-31 18:21:01,1901,907 Long Branch Park,Fairgrounds-bound
2881,2024-08-31 17:55:02,2024-08-31 18:29:02,1903,909 Destiny USA,Fairgrounds-bound
2542,2024-08-31 17:56:02,2024-08-31 18:12:02,1900,907 Long Branch Park,Long Branch Park-bound
139,2024-08-31 18:00:04,2024-08-31 18:13:02,1626,909 Destiny USA,Destiny USA-bound
1554,2024-08-31 18:04:01,2024-08-31 18:37:01,1771,909 Destiny USA,Fairgrounds-bound
3176,2024-08-31 18:06:03,2024-08-31 18:15:04,1909,909 Destiny USA,Destiny USA-bound
1707,2024-08-31 18:07:01,2024-08-31 18:31:01,1774,909 Destiny USA,Fairgrounds-bound
322,2024-08-31 18:08:02,2024-08-31 18:26:01,1751,907 Long Branch Park,Long Branch Park-bound
408,2024-08-31 18:11:02,2024-08-31 18:21:01,1752,901 State Fair - Hub,hub-bound
2543,2024-08-31 18:12:02,2024-08-31 18:35:02,1900,907 Long Branch Park,Fairgrounds-bound
140,2024-08-31 18:13:02,2024-08-31 18:40:02,1626,909 Destiny USA,Fairgrounds-bound
3177,2024-08-31 18:15:04,2024-08-31 18:47:02,1909,909 Destiny USA,Fairgrounds-bound
2308,2024-08-31 18:17:01,2024-08-31 18:34:01,1781,901 State Fair - Hub,hub-bound
1318,2024-08-31 18:17:01,2024-08-31 18:33:02,1768,909 Destiny USA,Destiny USA-bound
409,2024-08-31 18:21:01,2024-08-31 18:42:02,1752,901 State Fair - Hub,Fairgrounds-bound
2680,2024-08-31 18:21:01,2024-08-31 18:40:02,1901,907 Long Branch Park,Long Branch Park-bound
4234,2024-08-31 18:25:04,2024-08-31 18:34:01,2237,909 Destiny USA,Destiny USA-bound
323,2024-08-31 18:26:01,2024-08-31 18:53:01,1751,907 Long Branch Park,Fairgrounds-bound
2882,2024-08-31 18:29:02,2024-08-31 18:39:02,1903,909 Destiny USA,Destiny USA-bound
1708,2024-08-31 18:31:01,2024-08-31 18:46:02,1774,909 Destiny USA,Destiny USA-bound
1319,2024-08-31 18:33:02,2024-08-31 18:56:02,1768,909 Destiny USA,Fairgrounds-bound
4235,2024-08-31 18:34:01,2024-08-31 19:09:01,2237,909 Destiny USA,Fairgrounds-bound
2309,2024-08-31 18:34:01,2024-08-31 18:53:01,1781,901 State Fair - Hub,Fairgrounds-bound
2544,2024-08-31 18:35:02,2024-08-31 18:48:01,1900,907 Long Branch Park,Long Branch Park-bound
1555,2024-08-31 18:37:01,2024-08-31 18:48:01,1771,909 Destiny USA,Destiny USA-bound
2883,2024-08-31 18:39:02,2024-08-31 19:14:00,1903,909 Destiny USA,Fairgrounds-bound
2681,2024-08-31 18:40:02,2024-08-31 18:59:01,1901,907 Long Branch Park,Fairgrounds-bound
141,2024-08-31 18:40:02,2024-08-31 18:52:02,1626,909 Destiny USA,Destiny USA-bound
410,2024-08-31 18:42:02,2024-08-31 18:58:01,1752,901 State Fair - Hub,hub-bound
1709,2024-08-31 18:46:02,2024-08-31 19:08:01,1774,909 Destiny USA,Fairgrounds-bound
3178,2024-08-31 18:47:02,2024-08-31 18:57:03,1909,909 Destiny USA,Destiny USA-bound
2545,2024-08-31 18:48:01,2024-08-31 19:16:03,1900,907 Long Branch Park,Fairgrounds-bound
1556,2024-08-31 18:48:01,2024-08-31 19:25:01,1771,909 Destiny USA,Fairgrounds-bound
142,2024-08-31 18:52:02,2024-08-31 19:37:02,1626,909 Destiny USA,Fairgrounds-bound
2310,2024-08-31 18:53:01,2024-08-31 19:08:01,1781,901 State Fair - Hub,hub-bound
796,2024-08-31 18:53:01,2024-08-31 19:00:04,1759,901 State Fair - Hub,hub-bound
324,2024-08-31 18:53:01,2024-08-31 19:11:01,1751,907 Long Branch Park,Long Branch Park-bound
1320,2024-08-31 18:56:02,2024-08-31 19:07:01,1768,909 Destiny USA,Destiny USA-bound
3179,2024-08-31 18:57:03,2024-08-31 19:45:03,1909,909 Destiny USA,Fairgrounds-bound
411,2024-08-31 18:58:01,2024-08-31 19:23:01,1752,901 State Fair - Hub,Fairgrounds-bound
2682,2024-08-31 18:59:01,2024-08-31 19:19:01,1901,907 Long Branch Park,Long Branch Park-bound
1321,2024-08-31 19:07:01,2024-08-31 19:47:01,1768,909 Destiny USA,Fairgrounds-bound
1710,2024-08-31 19:08:01,2024-08-31 19:26:01,1774,909 Destiny USA,Destiny USA-bound
2311,2024-08-31 19:08:01,2024-08-31 19:33:02,1781,901 State Fair - Hub,Fairgrounds-bound
4236,2024-08-31 19:09:01,2024-08-31 19:24:01,2237,909 Destiny USA,Destiny USA-bound
325,2024-08-31 19:11:01,2024-08-31 19:30:02,1751,907 Long Branch Park,Fairgrounds-bound
2884,2024-08-31 19:14:00,2024-08-31 19:24:01,1903,909 Destiny USA,Destiny USA-bound
2546,2024-08-31 19:16:03,2024-08-31 19:31:01,1900,907 Long Branch Park,Long Branch Park-bound
2683,2024-08-31 19:19:01,2024-08-31 19:42:01,1901,907 Long Branch Park,Fairgrounds-bound
412,2024-08-31 19:23:01,2024-08-31 19:38:03,1752,901 State Fair - Hub,hub-bound
4237,2024-08-31 19:24:01,2024-08-31 19:57:02,2237,909 Destiny USA,Fairgrounds-bound
2885,2024-08-31 19:24:01,2024-08-31 20:04:02,1903,909 Destiny USA,Fairgrounds-bound
1557,2024-08-31 19:25:01,2024-08-31 19:37:02,1771,909 Destiny USA,Destiny USA-bound
1711,2024-08-31 19:26:01,2024-08-31 19:50:02,1774,909 Destiny USA,Fairgrounds-bound
326,2024-08-31 19:30:02,2024-08-31 19:49:01,1751,907 Long Branch Park,Long Branch Park-bound
2547,2024-08-31 19:31:01,2024-08-31 19:58:01,1900,907 Long Branch Park,Fairgrounds-bound
2312,2024-08-31 19:33:02,2024-08-31 19:48:01,1781,901 State Fair - Hub,hub-bound
1558,2024-08-31 19:37:02,2024-08-31 20:14:01,1771,909 Destiny USA,Fairgrounds-bound
143,2024-08-31 19:37:02,2024-08-31 19:51:01,1626,909 Destiny USA,Destiny USA-bound
413,2024-08-31 19:38:03,2024-08-31 20:09:02,1752,901 State Fair - Hub,Fairgrounds-bound
2684,2024-08-31 19:42:01,2024-08-31 19:58:01,1901,907 Long Branch Park,Long Branch Park-bound
3180,2024-08-31 19:45:03,2024-08-31 19:56:01,1909,909 Destiny USA,Destiny USA-bound
1322,2024-08-31 19:47:01,2024-08-31 19:54:02,1768,909 Destiny USA,Destiny USA-bound
2313,2024-08-31 19:48:01,2024-08-31 20:20:01,1781,901 State Fair - Hub,Fairgrounds-bound
327,2024-08-31 19:49:01,2024-08-31 20:09:02,1751,907 Long Branch Park,Fairgrounds-bound
1712,2024-08-31 19:50:02,2024-08-31 20:07:02,1774,909 Destiny USA,Destiny USA-bound
144,2024-08-31 19:51:01,2024-08-31 20:21:01,1626,909 Destiny USA,Fairgrounds-bound
1323,2024-08-31 19:54:02,2024-08-31 20:33:02,1768,909 Destiny USA,Fairgrounds-bound
3181,2024-08-31 19:56:01,2024-08-31 20:27:01,1909,909 Destiny USA,Fairgrounds-bound
4238,2024-08-31 19:57:02,2024-08-31 20:12:03,2237,909 Destiny USA,Destiny USA-bound
2548,2024-08-31 19:58:01,2024-08-31 20:13:01,1900,907 Long Branch Park,Long Branch Park-bound
2685,2024-08-31 19:58:01,2024-08-31 20:23:01,1901,907 Long Branch Park,Fairgrounds-bound
2886,2024-08-31 20:04:02,2024-08-31 20:15:03,1903,909 Destiny USA,Destiny USA-bound
1713,2024-08-31 20:07:02,2024-08-31 21:02:01,1774,909 Destiny USA,Fairgrounds-bound
414,2024-08-31 20:09:02,2024-08-31 20:26:02,1752,901 State Fair - Hub,hub-bound
328,2024-08-31 20:09:02,2024-08-31 20:25:01,1751,907 Long Branch Park,Long Branch Park-bound
4239,2024-08-31 20:12:03,2024-08-31 20:43:02,2237,909 Destiny USA,Fairgrounds-bound
2549,2024-08-31 20:13:01,2024-08-31 20:37:02,1900,907 Long Branch Park,Fairgrounds-bound
459,2024-08-31 20:14:01,2024-08-31 20:30:02,1753,901 State Fair - Hub,Fairgrounds-bound
1559,2024-08-31 20:14:01,2024-08-31 20:29:01,1771,909 Destiny USA,Destiny USA-bound
2887,2024-08-31 20:15:03,2024-08-31 20:49:01,1903,909 Destiny USA,Fairgrounds-bound
2314,2024-08-31 20:20:01,2024-08-31 20:38:03,1781,901 State Fair - Hub,hub-bound
145,2024-08-31 20:21:01,2024-08-31 20:36:01,1626,909 Destiny USA,Destiny USA-bound
2686,2024-08-31 20:23:01,2024-08-31 20:42:02,1901,907 Long Branch Park,Long Branch Park-bound
4594,2024-08-31 20:24:03,2024-08-31 20:49:01,2241,901 State Fair - Hub,Fairgrounds-bound
329,2024-08-31 20:25:01,2024-08-31 20:52:02,1751,907 Long Branch Park,Fairgrounds-bound
3182,2024-08-31 20:27:01,2024-08-31 20:35:03,1909,909 Destiny USA,Destiny USA-bound
1560,2024-08-31 20:29:01,2024-08-31 20:55:01,1771,909 Destiny USA,Fairgrounds-bound
460,2024-08-31 20:30:02,2024-08-31 20:49:01,1753,901 State Fair - Hub,hub-bound
1324,2024-08-31 20:33:02,2024-08-31 20:47:02,1768,909 Destiny USA,Destiny USA-bound
3183,2024-08-31 20:35:03,2024-08-31 21:57:03,1909,909 Destiny USA,Fairgrounds-bound
146,2024-08-31 20:36:01,2024-08-31 21:10:02,1626,909 Destiny USA,Fairgrounds-bound
2550,2024-08-31 20:37:02,2024-08-31 20:55:01,1900,907 Long Branch Park,Long Branch Park-bound
2315,2024-08-31 20:38:03,2024-08-31 20:57:01,1781,901 State Fair - Hub,Fairgrounds-bound
2687,2024-08-31 20:42:02,2024-08-31 21:07:02,1901,907 Long Branch Park,Fairgrounds-bound
4240,2024-08-31 20:43:02,2024-08-31 20:57:01,2237,909 Destiny USA,Destiny USA-bound
1325,2024-08-31 20:47:02,2024-08-31 21:17:02,1768,909 Destiny USA,Fairgrounds-bound
461,2024-08-31 20:49:01,2024-08-31 21:12:02,1753,901 State Fair - Hub,Fairgrounds-bound
4595,2024-08-31 20:49:01,2024-08-31 21:04:01,2241,901 State Fair - Hub,hub-bound
2888,2024-08-31 20:49:01,2024-08-31 21:01:02,1903,909 Destiny USA,Destiny USA-bound
330,2024-08-31 20:52:02,2024-08-31 21:13:01,1751,907 Long Branch Park,Long Branch Park-bound
1561,2024-08-31 20:55:01,2024-08-31 21:05:03,1771,909 Destiny USA,Destiny USA-bound
2551,2024-08-31 20:55:01,2024-08-31 21:22:01,1900,907 Long Branch Park,Fairgrounds-bound
2316,2024-08-31 20:57:01,2024-08-31 21:13:01,1781,901 State Fair - Hub,hub-bound
4241,2024-08-31 20:57:01,2024-08-31 21:29:02,2237,909 Destiny USA,Fairgrounds-bound
3614,2024-08-31 20:57:01,2024-08-31 21:13:01,2021,901 State Fair - Hub,Fairgrounds-bound
2889,2024-08-31 21:01:02,2024-08-31 21:34:02,1903,909 Destiny USA,Fairgrounds-bound
1714,2024-08-31 21:02:01,2024-08-31 21:18:02,1774,909 Destiny USA,Destiny USA-bound
4596,2024-08-31 21:04:01,2024-08-31 21:29:02,2241,901 State Fair - Hub,Fairgrounds-bound
1562,2024-08-31 21:05:03,2024-09-01 00:16:02,1771,909 Destiny USA,Fairgrounds-bound
2688,2024-08-31 21:07:02,2024-08-31 21:27:02,1901,907 Long Branch Park,Long Branch Park-bound
147,2024-08-31 21:10:02,2024-08-31 21:24:01,1626,909 Destiny USA,Destiny USA-bound
462,2024-08-31 21:12:02,2024-08-31 21:25:01,1753,901 State Fair - Hub,hub-bound
331,2024-08-31 21:13:01,2024-08-31 21:38:01,1751,907 Long Branch Park,Fairgrounds-bound
1326,2024-08-31 21:17:02,2024-08-31 21:28:02,1768,909 Destiny USA,Destiny USA-bound
1715,2024-08-31 21:18:02,2024-08-31 21:42:02,1774,909 Destiny USA,Fairgrounds-bound
2552,2024-08-31 21:22:01,2024-08-31 21:44:01,1900,907 Long Branch Park,Long Branch Park-bound
463,2024-08-31 21:25:01,2024-08-31 21:48:02,1753,901 State Fair - Hub,Fairgrounds-bound
2689,2024-08-31 21:27:02,2024-08-31 21:53:01,1901,907 Long Branch Park,Fairgrounds-bound
1327,2024-08-31 21:28:02,2024-08-31 21:49:01,1768,909 Destiny USA,Fairgrounds-bound
4242,2024-08-31 21:29:02,2024-08-31 21:50:01,2237,909 Destiny USA,Destiny USA-bound
4597,2024-08-31 21:29:02,2024-08-31 21:48:02,2241,901 State Fair - Hub,hub-bound
2890,2024-08-31 21:34:02,2024-08-31 21:56:02,1903,909 Destiny USA,Destiny USA-bound
332,2024-08-31 21:38:01,2024-08-31 22:06:01,1751,907 Long Branch Park,Long Branch Park-bound
3858,2024-08-31 21:40:01,2024-08-31 22:05:01,2230,909 Destiny USA,Fairgrounds-bound
1716,2024-08-31 21:42:02,2024-08-31 22:17:02,1774,909 Destiny USA,Destiny USA-bound
2553,2024-08-31 21:44:01,2024-08-31 22:07:01,1900,907 Long Branch Park,Fairgrounds-bound
464,2024-08-31 21:48:02,2024-08-31 22:00:02,1753,901 State Fair - Hub,hub-bound
4598,2024-08-31 21:48:02,2024-08-31 22:04:01,2241,901 State Fair - Hub,Fairgrounds-bound
1328,2024-08-31 21:49:01,2024-08-31 22:02:01,1768,909 Destiny USA,Destiny USA-bound
4243,2024-08-31 21:50:01,2024-08-31 22:13:01,2237,909 Destiny USA,Fairgrounds-bound
2690,2024-08-31 21:53:01,2024-08-31 22:18:02,1901,907 Long Branch Park,Long Branch Park-bound
2891,2024-08-31 21:56:02,2024-08-31 22:20:02,1903,909 Destiny USA,Fairgrounds-bound
3184,2024-08-31 21:57:03,2024-08-31 22:25:02,1909,909 Destiny USA,Destiny USA-bound
1329,2024-08-31 22:02:01,2024-08-31 22:29:02,1768,909 Destiny USA,Fairgrounds-bound
4599,2024-08-31 22:04:01,2024-08-31 22:21:02,2241,901 State Fair - Hub,hub-bound
3859,2024-08-31 22:05:01,2024-08-31 22:38:02,2230,909 Destiny USA,Destiny USA-bound
333,2024-08-31 22:06:01,2024-08-31 22:22:01,1751,907 Long Branch Park,Fairgrounds-bound
2554,2024-08-31 22:07:01,2024-08-31 22:35:02,1900,907 Long Branch Park,Long Branch Park-bound
4244,2024-08-31 22:13:01,2024-08-31 22:45:02,2237,909 Destiny USA,Destiny USA-bound
1717,2024-08-31 22:17:02,2024-08-31 22:35:02,1774,909 Destiny USA,Fairgrounds-bound
2691,2024-08-31 22:18:02,2024-08-31 22:33:03,1901,907 Long Branch Park,Fairgrounds-bound
2892,2024-08-31 22:20:02,2024-08-31 22:53:02,1903,909 Destiny USA,Destiny USA-bound
4600,2024-08-31 22:21:02,2024-08-31 22:33:03,2241,901 State Fair - Hub,Fairgrounds-bound
334,2024-08-31 22:22:01,2024-08-31 22:46:02,1751,907 Long Branch Park,Long Branch Park-bound
4864,2024-08-31 22:22:01,2024-08-31 22:34:01,2247,901 State Fair - Hub,Fairgrounds-bound
3185,2024-08-31 22:25:02,2024-08-31 22:51:01,1909,909 Destiny USA,Fairgrounds-bound
1330,2024-08-31 22:29:02,2024-08-31 22:39:02,1768,909 Destiny USA,Destiny USA-bound
2692,2024-08-31 22:33:03,2024-08-31 22:51:01,1901,907 Long Branch Park,Long Branch Park-bound
4601,2024-08-31 22:33:03,2024-08-31 22:46:02,2241,901 State Fair - Hub,hub-bound
4865,2024-08-31 22:34:01,2024-08-31 23:07:01,2247,901 State Fair - Hub,hub-bound
2555,2024-08-31 22:35:02,2024-08-31 22:49:01,1900,907 Long Branch Park,Fairgrounds-bound
1718,2024-08-31 22:35:02,2024-08-31 23:07:01,1774,909 Destiny USA,Destiny USA-bound
3860,2024-08-31 22:38:02,2024-08-31 22:56:02,2230,909 Destiny USA,Fairgrounds-bound
1331,2024-08-31 22:39:02,2024-08-31 23:01:01,1768,909 Destiny USA,Fairgrounds-bound
4245,2024-08-31 22:45:02,2024-08-31 23:12:02,2237,909 Destiny USA,Fairgrounds-bound
335,2024-08-31 22:46:02,2024-08-31 23:14:00,1751,907 Long Branch Park,Fairgrounds-bound
4602,2024-08-31 22:46:02,2024-08-31 22:56:02,2241,901 State Fair - Hub,Fairgrounds-bound
983,2024-08-31 22:48:02,2024-08-31 23:06:03,1763,907 Long Branch Park,Fairgrounds-bound
2556,2024-08-31 22:49:01,2024-08-31 23:09:01,1900,907 Long Branch Park,Long Branch Park-bound
2693,2024-08-31 22:51:01,2024-08-31 23:04:01,1901,907 Long Branch Park,Fairgrounds-bound
3186,2024-08-31 22:51:01,2024-08-31 23:15:01,1909,909 Destiny USA,Destiny USA-bound
2893,2024-08-31 22:53:02,2024-08-31 23:17:01,1903,909 Destiny USA,Fairgrounds-bound
3861,2024-08-31 22:56:02,2024-08-31 23:24:00,2230,909 Destiny USA,Destiny USA-bound
